# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* Pn3.3767            K20473  162.27 1246.8         0 neuroblastoma-amplified sequence
* Pn3.3772            K11548   76.40  208.8   2.1e-62 kinetochore protein Nuf2
* Pn3.3774            K12829  105.53  850.8  1.4e-256 splicing factor 3B subunit 2
* Pn3.3774            K11426  213.47  419.3  4.8e-126 [histone H3]-lysine4/36 N-trimethyltransferase SMYD [EC:2.1.1.354 2.1.1.357]
* Pn3.3776            K00029  295.10 1007.4  4.6e-304 malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
* Pn3.3779            K11699  136.07  241.8   2.1e-72 RNA-dependent RNA polymerase [EC:2.7.7.48]
* Pn3.3782            K10406  571.77  886.0  1.1e-266 kinesin family member C2/C3
* Pn3.3789            K04794   51.70  231.2   2.3e-69 peptidyl-tRNA hydrolase, PTH2 family [EC:3.1.1.29]
* Pn3.3793            K14304  101.40  446.4  2.7e-134 nuclear pore complex protein Nup85
* Pn3.3794            K04077  136.20  936.2  3.7e-282 chaperonin GroEL
* Pn3.3795            K09286   88.90  150.0   1.5e-44 EREBP-like factor
* Pn3.3797            K24193  401.27  895.4  6.3e-270 MFS transporter, SP family, sugar:H+ symporter
* Pn3.3801            K11098   89.90  173.0   8.5e-52 small nuclear ribonucleoprotein F
* Pn3.3804            K10663  156.93  171.6   4.2e-51 E3 ubiquitin-protein ligase ATL4 [EC:2.3.2.27]
* Pn3.3808            K03549  190.53 1106.7         0 KUP system potassium uptake protein
* Pn3.3809            K03549  190.53 1071.9         0 KUP system potassium uptake protein
* Pn3.3810            K22768 1141.77 2279.5         0 methyl-CpG-binding domain-containing protein 9 [EC:2.3.1.48]
* Pn3.3812            K23877  183.47  326.3   5.6e-98 xyloglucan O-acetyltransferase
* Pn3.3816            K06001  485.33  860.4  2.6e-259 tryptophan synthase beta chain [EC:4.2.1.20]
* Pn3.3817            K03134   68.53  196.9   6.1e-59 transcription initiation factor TFIID subunit 10
* Pn3.3818            K08856  278.83  429.8  2.5e-129 serine/threonine kinase 16 [EC:2.7.11.1]
* Pn3.3822            K04077  136.20  343.2    6e-103 chaperonin GroEL
* Pn3.3827            K00417   41.30  130.9   9.7e-39 ubiquinol-cytochrome c reductase subunit 7
* Pn3.3830            K03259   40.53  243.1   7.6e-73 translation initiation factor 4E
* Pn3.3832            K09286   88.90  141.3   6.5e-42 EREBP-like factor
* Pn3.3833            K20222  550.00 1406.1         0 importin-5
* Pn3.3834            K01956  510.33  653.9  4.8e-197 carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]
* Pn3.3835            K01056   52.27  276.9   4.6e-83 peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]
* Pn3.3836            K02989  260.07  349.6  4.7e-105 small subunit ribosomal protein S5e
* Pn3.3840            K02736  137.30  368.6  4.1e-111 20S proteasome subunit beta 7 [EC:3.4.25.1]
* Pn3.3845            K02834   25.93   78.8   7.3e-23 ribosome-binding factor A
* Pn3.3846            K12830  616.17  862.9  5.2e-260 splicing factor 3B subunit 3
* Pn3.3847            K14792  237.03 1032.7         0 rRNA biogenesis protein RRP5
* Pn3.3853            K03141  130.87  536.1    2e-161 transcription initiation factor TFIIH subunit 1
* Pn3.3854            K12900  198.20  249.1   9.5e-75 serine/arginine-rich splicing factor 10
* Pn3.3860            K03111   23.27   65.0   1.4e-18 single-strand DNA-binding protein
* Pn3.3865            K12603  302.10  526.1  1.9e-158 CCR4-NOT transcription complex subunit 6 [EC:3.1.13.4]
* Pn3.3867            K17807  131.93  242.7   1.4e-72 mitochondrial translocator assembly and maintenance protein 41
* Pn3.3867            K08316   91.27  119.8   2.4e-35 16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]
* Pn3.3872            K08286  386.33  413.2  1.6e-124 protein-serine/threonine kinase [EC:2.7.11.-]
* Pn3.3873            K20843  635.80  911.9  4.3e-275 hydroxyproline O-galactosyltransferase 2/3/4/5/6 [EC:2.4.1.-]
* Pn3.3874            K20891  187.17  727.8  6.4e-220 beta-glucuronosyltransferase [EC:2.4.1.-]
* Pn3.3879            K13024  400.93 1251.7         0 inositol-hexakisphosphate/diphosphoinositol-pentakisphosphate 1-kinase [EC:2.7.4.24]
* Pn3.3880            K01535  576.63 1053.6         0 H+-transporting ATPase [EC:7.1.2.1]
* Pn3.3882            K23154  410.50  536.1  1.5e-161 2-hydroxyflavanone C-glucosyltransferase [EC:2.4.1.360]
* Pn3.3887            K23154  410.50  555.4  2.1e-167 2-hydroxyflavanone C-glucosyltransferase [EC:2.4.1.360]
* Pn3.3889            K14638  384.90  681.4  2.6e-205 solute carrier family 15 (peptide/histidine transporter), member 3/4
* Pn3.3892            K00430  113.80  192.5   2.4e-57 peroxidase [EC:1.11.1.7]
* Pn3.3898            K00279  240.23  791.8  8.1e-239 cytokinin dehydrogenase [EC:1.5.99.12]
* Pn3.3899            K03671  107.90  141.6   5.3e-42 thioredoxin 1
* Pn3.3901            K11279  420.53  527.5  6.5e-159 nucleosome assembly protein 1-like 1
* Pn3.3905            K23801  338.43  349.2  6.5e-105 nuclear mRNA export protein PCID2/THP1
* Pn3.3909            K02891   40.57  229.6   8.5e-69 large subunit ribosomal protein L22e
* Pn3.3920            K03265   74.77  743.7  1.6e-224 peptide chain release factor subunit 1
* Pn3.3922            K04122  558.37  845.9  1.4e-255 ent-kaurene oxidase [EC:1.14.14.86]
* Pn3.3925            K24272  101.07  282.8   5.5e-85 density-regulated protein
* Pn3.3926            K17086  588.07 1130.1         0 transmembrane 9 superfamily member 2/4
* Pn3.3929            K22522   75.87  414.7    5e-125 cytokinin riboside 5'-monophosphate phosphoribohydrolase [EC:3.2.2.-]
* Pn3.3934            K04487  282.10  665.9  5.5e-201 cysteine desulfurase [EC:2.8.1.7]
* Pn3.3935            K14508  182.70  691.9  1.3e-208 regulatory protein NPR1
* Pn3.3936            K03676   76.57   83.5   2.5e-24 glutaredoxin 3
* Pn3.3940            K09566  452.77  496.5  2.1e-149 peptidyl-prolyl isomerase G (cyclophilin G) [EC:5.2.1.8]
* Pn3.3940            K03767  188.17  208.6   1.7e-62 peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]
* Pn3.3941            K02265   28.90  191.1   4.1e-57 cytochrome c oxidase subunit 5b
* Pn3.3943            K21776   58.07  275.9   1.4e-82 protein lin-54
* Pn3.3945            K07390   88.27  171.3   6.5e-51 monothiol glutaredoxin
* Pn3.3948            K12125  241.47  683.8  7.8e-206 protein EARLY FLOWERING 3
* Pn3.3952            K08955  845.80 1089.9         0 ATP-dependent metalloprotease [EC:3.4.24.-]
* Pn3.3955            K13137  221.57  542.7  1.2e-163 serine-threonine kinase receptor-associated protein
* Pn3.3956            K15397  182.80  867.6  7.9e-262 3-ketoacyl-CoA synthase [EC:2.3.1.199]
* Pn3.3957            K06669  682.37  896.5  3.9e-270 structural maintenance of chromosome 3 (chondroitin sulfate proteoglycan 6)
* Pn3.3968            K12393  523.87  793.9  1.1e-239 AP-1 complex subunit mu
* Pn3.3984            K04124  292.87  331.4   1.4e-99 gibberellin 3beta-dioxygenase [EC:1.14.11.15]
* Pn3.3987            K00837  300.93  731.2  1.6e-220 aromatic aminotransferase [EC:2.6.1.-]
* Pn3.3994            K10803  109.57  192.2     3e-57 DNA-repair protein XRCC1
* Pn3.3995            K19707  156.10  246.8   3.4e-74 sigma-B regulation protein RsbQ
* Pn3.4002            K20318   61.97  227.3   3.1e-68 protein SYS1
* Pn3.4003            K10144  308.13  412.3  2.5e-124 RING finger and CHY zinc finger domain-containing protein 1 [EC:2.3.2.27]
* Pn3.4007            K19027  306.93 1844.0         0 zinc finger FYVE domain-containing protein 26
* Pn3.4010            K11136  769.43 1139.6         0 regulator of telomere elongation helicase 1 [EC:5.6.2.3]
* Pn3.4016            K12355  812.77  951.2    3e-287 coniferyl-aldehyde dehydrogenase [EC:1.2.1.68]
* Pn3.4016            K00128  587.87  647.6  3.2e-195 aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
* Pn3.4017            K16075   95.47  313.4     3e-94 magnesium transporter
* Pn3.4023            K02899   37.27  175.8     2e-52 large subunit ribosomal protein L27
* Pn3.4025            K03979  150.60  165.3   3.3e-49 GTPase [EC:3.6.5.-]
* Pn3.4027            K23338  143.73  288.3   1.6e-86 glucose-induced degradation protein 8
* Pn3.4034            K14191  295.47  451.7  3.8e-136 18S rRNA (adenine1779-N6/adenine1780-N6)-dimethyltransferase [EC:2.1.1.183]
* Pn3.4035            K23953  174.83  378.4  5.1e-114 plant cysteine oxidase [EC:1.13.11.-]
* Pn3.4036            K13448  141.30  172.0   3.1e-51 calcium-binding protein CML
* Pn3.4039            K01990  261.13  264.3   3.5e-79 ABC-2 type transport system ATP-binding protein
* Pn3.4040            K07933  130.90  285.2   9.5e-86 Rab-like protein 3
* Pn3.4047            K23541   34.90   42.0   8.1e-12 Ca2+/H+ antiporter, TMEM165/GDT1 family
* Pn3.4048            K13628  136.67  150.1   8.2e-45 iron-sulfur cluster assembly protein
* Pn3.4055            K14156  326.30  424.7    8e-128 choline/ethanolamine kinase [EC:2.7.1.32 2.7.1.82]
* Pn3.4059            K18789  327.73  419.9  2.3e-126 xylogalacturonan beta-1,3-xylosyltransferase [EC:2.4.2.41]
* Pn3.4065            K01937   96.93 1027.7         0 CTP synthase [EC:6.3.4.2]
* Pn3.4071            K03167  331.73  736.4  4.7e-222 DNA topoisomerase VI subunit B [EC:5.6.2.2]
* Pn3.4079            K05294  126.57  521.7  6.4e-157 GPI inositol-deacylase [EC:3.-.-.-]
* Pn3.4080            K01184  446.20  495.4  2.6e-149 polygalacturonase [EC:3.2.1.15]
* Pn3.4082            K00894  336.33  403.6  1.8e-121 ethanolamine kinase [EC:2.7.1.82]
* Pn3.4083            K11594  716.27  877.8  8.3e-265 ATP-dependent RNA helicase DDX3X [EC:3.6.4.13]
* Pn3.4093            K01184  446.20  474.8  4.5e-143 polygalacturonase [EC:3.2.1.15]
* Pn3.4096            K00894  336.33  403.6  1.8e-121 ethanolamine kinase [EC:2.7.1.82]
* Pn3.4097            K11594  716.27  875.4  4.4e-264 ATP-dependent RNA helicase DDX3X [EC:3.6.4.13]
* Pn3.4101            K01184  446.20  467.5  7.3e-141 polygalacturonase [EC:3.2.1.15]
* Pn3.4104            K01184  446.20  473.3  1.3e-142 polygalacturonase [EC:3.2.1.15]
* Pn3.4106            K01184  446.20  463.3  1.3e-139 polygalacturonase [EC:3.2.1.15]
* Pn3.4109            K01184  446.20  460.3  1.1e-138 polygalacturonase [EC:3.2.1.15]
* Pn3.4110            K01184  446.20  470.7  8.1e-142 polygalacturonase [EC:3.2.1.15]
* Pn3.4116            K01184  446.20  468.0  5.2e-141 polygalacturonase [EC:3.2.1.15]
* Pn3.4118            K01184  446.20  468.0  5.2e-141 polygalacturonase [EC:3.2.1.15]
* Pn3.4120            K01184  446.20  472.0  3.2e-142 polygalacturonase [EC:3.2.1.15]
* Pn3.4123            K00430  113.80  482.6  3.1e-145 peroxidase [EC:1.11.1.7]
* Pn3.4127            K11699  136.07  978.4  8.3e-295 RNA-dependent RNA polymerase [EC:2.7.7.48]
* Pn3.4129            K24796  256.03  481.2  4.4e-145 TBC1 domain family member 13
* Pn3.4130            K14799  388.70  525.5  4.7e-158 pre-rRNA-processing protein TSR1
* Pn3.4133            K13993   74.33  115.7   4.9e-34 HSP20 family protein
* Pn3.4134            K14515  337.93  897.8  5.9e-271 EIN3-binding F-box protein
* Pn3.4143            K01076  183.63  243.8   5.1e-73 abhydrolase domain-containing protein 17 [EC:3.1.2.22]
* Pn3.4144            K09487 1100.87 1140.9         0 heat shock protein 90kDa beta
* Pn3.4144            K04079   60.10  787.2  3.4e-237 molecular chaperone HtpG
* Pn3.4148            K16750   51.17  110.2   1.8e-32 biogenesis of lysosome-related organelles complex 1 subunit 2
* Pn3.4150            K14207  611.70  624.6  2.7e-188 solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 2
* Pn3.4156            K14207  611.70  621.9  1.8e-187 solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 2
* Pn3.4160            K06670  148.37  412.5  6.6e-124 cohesin complex subunit SCC1
* Pn3.4170            K06670  148.37  414.2  2.1e-124 cohesin complex subunit SCC1
* Pn3.4177            K15111  253.00  369.6  2.5e-111 solute carrier family 25 (mitochondrial S-adenosylmethionine transporter), member 26
* Pn3.4178            K12402  420.50  747.2  2.1e-225 AP-4 complex subunit mu-1
* Pn3.4179            K11090  248.83  381.0  1.8e-114 lupus La protein
* Pn3.4180            K14664  552.90  743.4  3.2e-224 IAA-amino acid hydrolase [EC:3.5.1.-]
* Pn3.4181            K21444  226.80  268.3   2.4e-80 poly(rC)-binding protein 3/4
* Pn3.4182            K08472  160.90  164.9   3.6e-49 mlo protein
* Pn3.4183            K12124 1487.83 2071.5         0 GIGANTEA
* Pn3.4187            K03094   60.53  169.1   1.9e-50 S-phase kinase-associated protein 1
* Pn3.4189            K05909  434.30  740.8  3.5e-223 laccase [EC:1.10.3.2]
* Pn3.4196            K14857  279.53  297.3   3.7e-89 AdoMet-dependent rRNA methyltransferase SPB1 [EC:2.1.1.-]
* Pn3.4199            K23952   49.50   83.3   3.6e-24 vacuolar ATPase assembly integral membrane protein VMA21
* Pn3.4201            K01051   76.27  410.2  1.6e-123 pectinesterase [EC:3.1.1.11]
* Pn3.4208            K18878  283.63  296.9     2e-89 BHLH transcription factor Upa20
* Pn3.4211            K22904  115.80  203.3   9.6e-61 presqualene diphosphate phosphatase [EC:3.1.3.-]
* Pn3.4216            K17681  223.97  597.3  5.2e-180 ATPase family AAA domain-containing protein 3A/B
* Pn3.4227            K19861  448.70  593.0  7.7e-179 benzyl alcohol O-benzoyltransferase [EC:2.3.1.196 2.3.1.232]
* Pn3.4229            K17822  254.17  386.1  3.3e-116 DCN1-like protein 1/2
* Pn3.4237            K19045  129.70  177.8   7.6e-53 E3 ubiquitin-protein ligase BIG BROTHER and related proteins [EC:2.3.2.27]
* Pn3.4238            K08493   78.90  255.6   1.3e-76 vesicle transport through interaction with t-SNAREs 1
* Pn3.4238            K13344   61.30  154.7   8.1e-46 peroxin-13
* Pn3.4239            K05863  231.57  584.0  4.5e-176 solute carrier family 25 (mitochondrial adenine nucleotide translocator), member 4/5/6/31
* Pn3.4240            K02926   95.43  199.8   9.3e-60 large subunit ribosomal protein L4
* Pn3.4243            K15687   85.87  434.0  1.6e-130 E3 ubiquitin-protein ligase makorin [EC:2.3.2.27]
* Pn3.4244            K09529  149.77  282.1   1.3e-84 DnaJ homolog subfamily C member 9
* Pn3.4247            K24687  126.77  155.6   4.5e-46 AN1-type zinc finger protein 5/6
* Pn3.4254            K14484   88.07  203.9   5.8e-61 auxin-responsive protein IAA
* Pn3.4258            K01728  165.50  407.3  1.6e-122 pectate lyase [EC:4.2.2.2]
* Pn3.4264            K09873  271.70  412.9  1.4e-124 aquaporin TIP
* Pn3.4265            K04565   83.20  247.1   2.7e-74 superoxide dismutase, Cu-Zn family [EC:1.15.1.1]
* Pn3.4269            K13103  121.33  880.6    2e-265 tuftelin-interacting protein 11
* Pn3.4270            K20300   99.77  209.4   6.2e-63 trafficking protein particle complex subunit 1
* Pn3.4275            K14484   88.07  204.3   4.2e-61 auxin-responsive protein IAA
* Pn3.4281            K01728  165.50  405.0  7.5e-122 pectate lyase [EC:4.2.2.2]
* Pn3.4287            K09873  271.70  412.6  1.8e-124 aquaporin TIP
* Pn3.4288            K04565   83.20  248.7   8.6e-75 superoxide dismutase, Cu-Zn family [EC:1.15.1.1]
* Pn3.4293            K13103  121.33  880.9  1.7e-265 tuftelin-interacting protein 11
* Pn3.4294            K20300   99.77  209.3   6.9e-63 trafficking protein particle complex subunit 1
* Pn3.4306            K10526  687.67  713.7  1.9e-215 OPC-8:0 CoA ligase 1 [EC:6.2.1.-]
* Pn3.4306            K01904  559.03  636.8    1e-191 4-coumarate--CoA ligase [EC:6.2.1.12]
* Pn3.4307            K01915   39.50  248.0   3.2e-74 glutamine synthetase [EC:6.3.1.2]
* Pn3.4311            K11584  256.60  780.9  2.9e-235 serine/threonine-protein phosphatase 2A regulatory subunit B'
* Pn3.4312            K15172  202.30  425.0  1.2e-127 transcription elongation factor SPT5
* Pn3.4316            K11593  433.27  792.2  1.4e-238 eukaryotic translation initiation factor 2C
* Pn3.4318            K00975  197.27  665.1  8.9e-201 glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]
* Pn3.4324            K25786  101.77  187.3   3.3e-56 bZIP transcription factor 1/2/11/44/53
* Pn3.4330            K06067  736.93  784.0  1.3e-236 histone deacetylase 1/2 [EC:3.5.1.98]
* Pn3.4331            K17790   88.00  140.7   8.3e-42 mitochondrial import inner membrane translocase subunit TIM22
* Pn3.4335            K08332  179.93  190.6   7.4e-57 vacuolar protein 8
* Pn3.4341            K07904  357.17  373.9  1.1e-112 Ras-related protein Rab-11A
* Pn3.4349            K20179  181.60 1047.3         0 vacuolar protein sorting-associated protein 11
* Pn3.4353            K14489  615.17 1641.1         0 arabidopsis histidine kinase 2/3/4 (cytokinin receptor) [EC:2.7.13.3]
* Pn3.4358            K03350  260.07  752.5  1.1e-226 anaphase-promoting complex subunit 3
* Pn3.4361            K14677  210.50  659.4  5.9e-199 aminoacylase [EC:3.5.1.14]
* Pn3.4367            K25006  141.00  233.0   1.3e-69 RNA-binding protein 24/38
* Pn3.4368            K09753  357.23  381.2  8.4e-115 cinnamoyl-CoA reductase [EC:1.2.1.44]
* Pn3.4370            K00021  212.10  453.5  1.7e-136 hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]
* Pn3.4376            K10256  485.57  723.3  2.5e-218 omega-6 fatty acid desaturase / acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.6 1.14.19.22]
* Pn3.4379            K22825   57.40  295.4   1.1e-88 non-structural maintenance of chromosomes element 4
* Pn3.4384            K14664  552.90  733.8  2.6e-221 IAA-amino acid hydrolase [EC:3.5.1.-]
* Pn3.4384            K21604  714.17  716.5  1.3e-216 jasmonoyl-L-amino acid hydrolase [EC:3.5.1.127]
* Pn3.4385            K02910   29.03  197.6   3.1e-59 large subunit ribosomal protein L31e
* Pn3.4386            K11843  192.13  709.5  4.7e-214 ubiquitin carboxyl-terminal hydrolase 14 [EC:3.4.19.12]
* Pn3.4387            K19476  119.57  204.8   4.1e-61 vacuolar protein sorting-associated protein IST1
* Pn3.4397            K10576  145.97  316.3   5.8e-95 ubiquitin-conjugating enzyme E2 H [EC:2.3.2.23]
* Pn3.4402            K04392  348.03  369.3  1.5e-111 Ras-related C3 botulinum toxin substrate 1
* Pn3.4404            K00873   50.03  693.6  2.8e-209 pyruvate kinase [EC:2.7.1.40]
* Pn3.4406            K19893  437.63  629.3  4.7e-190 glucan endo-1,3-beta-glucosidase 5/6 [EC:3.2.1.39]
* Pn3.4412            K17427   74.87  206.8   7.7e-62 large subunit ribosomal protein L46
* Pn3.4413            K10523  143.13  150.0   1.7e-44 speckle-type POZ protein
* Pn3.4417            K22825   57.40  299.9   4.8e-90 non-structural maintenance of chromosomes element 4
* Pn3.4424            K14664  552.90  734.5  1.6e-221 IAA-amino acid hydrolase [EC:3.5.1.-]
* Pn3.4424            K21604  714.17  717.0  9.5e-217 jasmonoyl-L-amino acid hydrolase [EC:3.5.1.127]
* Pn3.4426            K02910   29.03  221.1   2.1e-66 large subunit ribosomal protein L31e
* Pn3.4427            K11843  192.13  714.5  1.4e-215 ubiquitin carboxyl-terminal hydrolase 14 [EC:3.4.19.12]
* Pn3.4428            K19476  119.57  203.3   1.1e-60 vacuolar protein sorting-associated protein IST1
* Pn3.4430            K06634  194.97  290.4   4.3e-87 cyclin H
* Pn3.4433            K04354  121.23  206.1   1.7e-61 serine/threonine-protein phosphatase 2A regulatory subunit B
* Pn3.4441            K10576  145.97  320.8   2.6e-96 ubiquitin-conjugating enzyme E2 H [EC:2.3.2.23]
* Pn3.4445            K04392  348.03  369.5  1.4e-111 Ras-related C3 botulinum toxin substrate 1
* Pn3.4447            K00873   50.03  692.7  5.4e-209 pyruvate kinase [EC:2.7.1.40]
* Pn3.4449            K19893  437.63  629.3  4.7e-190 glucan endo-1,3-beta-glucosidase 5/6 [EC:3.2.1.39]
* Pn3.4456            K17427   74.87  254.7   2.2e-76 large subunit ribosomal protein L46
* Pn3.4457            K10523  143.13  151.6   5.8e-45 speckle-type POZ protein
* Pn3.4460            K12616  285.43 1156.4         0 enhancer of mRNA-decapping protein 4
* Pn3.4463            K11087   81.67   98.6     3e-29 small nuclear ribonucleoprotein D1
* Pn3.4464            K00975  197.27  675.0  8.8e-204 glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]
* Pn3.4465            K13175  163.63  334.4  2.2e-100 THO complex subunit 6
* Pn3.4466            K08066  103.87  284.4   2.1e-85 nuclear transcription factor Y, gamma
* Pn3.4471            K08296   83.63  116.2   2.9e-34 phosphohistidine phosphatase [EC:3.1.3.-]
* Pn3.4472            K06689  279.60  342.7  2.9e-103 ubiquitin-conjugating enzyme E2 D [EC:2.3.2.23]
* Pn3.4480            K20359   65.47   91.5   7.3e-27 PRA1 family protein 1
* Pn3.4485            K22683  387.33  393.1    3e-118 aspartyl protease family protein [EC:3.4.23.-]
* Pn3.4487            K18835  498.17  736.3  9.5e-222 WRKY transcription factor 2
* Pn3.4491            K12179  192.77  390.0  1.2e-117 COP9 signalosome complex subunit 6
* Pn3.4492            K14494  256.90  308.3   1.9e-92 DELLA protein
* Pn3.4496            K08472  160.90  703.2  3.3e-212 mlo protein
* Pn3.4498            K12200  548.90  882.1  8.6e-266 programmed cell death 6-interacting protein
* Pn3.4503            K23877  183.47  273.4     6e-82 xyloglucan O-acetyltransferase
* Pn3.4508            K05756   74.00  300.7   2.2e-90 actin related protein 2/3 complex, subunit 3
* Pn3.4514            K14484   88.07  277.3   2.3e-83 auxin-responsive protein IAA
* Pn3.4517            K06664   96.20  350.3  1.8e-105 peroxin-2
* Pn3.4517            K03237  115.17  288.9   1.1e-86 translation initiation factor 2 subunit 1
* Pn3.4520            K24140  233.90  329.0   3.6e-99 glutaredoxin-dependent peroxiredoxin [EC:1.11.1.25]
* Pn3.4529            K21776   58.07  236.4   1.3e-70 protein lin-54
* Pn3.4530            K10527  684.23 1256.4         0 enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35 1.1.1.211]
* Pn3.4531            K18213  275.27  873.6  1.5e-263 proteinaceous RNase P [EC:3.1.26.5]
* Pn3.4538            K02695  128.60  239.2   1.3e-72 photosystem I subunit VI
* Pn3.4540            K09422  126.07  171.2     6e-51 transcription factor MYB, plant
* Pn3.4543            K15919  370.03  603.0  1.7e-181 glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]
* Pn3.4548            K17710  341.97  523.2  1.5e-157 pentatricopeptide repeat domain-containing protein 1
* Pn3.4556            K10393  403.63  681.8  1.6e-205 kinesin family member 2/24
* Pn3.4558            K14490   68.27  192.7   1.1e-57 histidine-containing phosphotransfer peotein
* Pn3.4567            K25796  119.97  221.9   1.6e-66 plant-specific transcription factor YABBY family protein
* Pn3.4569            K03027  267.40  518.8  2.7e-156 DNA-directed RNA polymerases I and III subunit RPAC1
* Pn3.4572            K01609  316.67  452.4  1.8e-136 indole-3-glycerol phosphate synthase [EC:4.1.1.48]
* Pn3.4581            K00626  494.83  599.2  1.7e-180 acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
* Pn3.4592            K10393  403.63  686.4  6.1e-207 kinesin family member 2/24
* Pn3.4595            K14490   68.27  198.5   1.8e-59 histidine-containing phosphotransfer peotein
* Pn3.4605            K25796  119.97  221.9   1.7e-66 plant-specific transcription factor YABBY family protein
* Pn3.4607            K03027  267.40  516.8  1.1e-155 DNA-directed RNA polymerases I and III subunit RPAC1
* Pn3.4610            K01609  316.67  450.4  7.8e-136 indole-3-glycerol phosphate synthase [EC:4.1.1.48]
* Pn3.4614            K00626  494.83  598.8  2.3e-180 acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
* Pn3.4615            K17686  804.83 1105.8         0 P-type Cu+ transporter [EC:7.2.2.8]
* Pn3.4617            K15199  246.33  663.9  7.7e-200 general transcription factor 3C polypeptide 1
* Pn3.4628            K05391  229.50  981.7  5.8e-296 cyclic nucleotide gated channel, plant
* Pn3.4637            K06027  330.93  772.9  7.7e-233 vesicle-fusing ATPase [EC:3.6.4.6]
* Pn3.4638            K11338  612.63  621.0  2.9e-187 RuvB-like protein 2 [EC:5.6.2.3]
* Pn3.4639            K01190  376.67  665.1  3.1e-200 beta-galactosidase [EC:3.2.1.23]
* Pn3.4643            K22900   83.90  129.5   2.7e-38 tRNA (adenine37-N6)-methyltransferase [EC:2.1.1.-]
* Pn3.4645            K00901   97.87  287.2   3.9e-86 diacylglycerol kinase (ATP) [EC:2.7.1.107]
* Pn3.4646            K11251   45.87   54.4   2.2e-15 histone H2A
* Pn3.4649            K01662  335.33  894.8  6.1e-270 1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]
* Pn3.4654            K12859   70.97   88.3   8.1e-26 U5 snRNP protein, DIM1 family
* Pn3.4656            K13413  453.17  585.7  9.7e-177 mitogen-activated protein kinase kinase 4/5 [EC:2.7.12.2]
* Pn3.4656            K20604  435.40  437.5  7.5e-132 mitogen-activated protein kinase kinase 9 [EC:2.7.12.2]
* Pn3.4657            K01805  103.87  845.3  3.2e-255 xylose isomerase [EC:5.3.1.5]
* Pn3.4659            K03456  142.97 1008.5  2.8e-304 serine/threonine-protein phosphatase 2A regulatory subunit A
* Pn3.4660            K00875  386.57  937.7  7.5e-283 D-ribulokinase [EC:2.7.1.47]
* Pn3.4666            K01805  103.87  849.0  2.4e-256 xylose isomerase [EC:5.3.1.5]
* Pn3.4668            K03456  142.97 1008.5  2.8e-304 serine/threonine-protein phosphatase 2A regulatory subunit A
* Pn3.4670            K00875  386.57  941.1  6.9e-284 D-ribulokinase [EC:2.7.1.47]
* Pn3.4676            K02916   24.67   37.9   2.6e-10 large subunit ribosomal protein L35
* Pn3.4679            K11366  390.80  656.2  1.3e-197 ubiquitin carboxyl-terminal hydrolase 22/27/51 [EC:3.4.19.12]
* Pn3.4688            K17499  344.60  594.0  3.7e-179 protein phosphatase 1G [EC:3.1.3.16]
* Pn3.4688            K14803  366.73  375.7  3.9e-113 protein phosphatase PTC2/3 [EC:3.1.3.16]
* Pn3.4689            K00131  525.27  819.2  1.5e-247 glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]
* Pn3.4692            K10255  241.20  513.8  8.5e-155 acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45]
* Pn3.4695            K03263   43.97  311.8   3.2e-94 translation initiation factor 5A
* Pn3.4697            K01246   29.53  333.3  1.6e-100 DNA-3-methyladenine glycosylase I [EC:3.2.2.20]
* Pn3.4697            K06693   81.50  153.3   1.7e-45 26S proteasome regulatory subunit N4
* Pn3.4704            K17868  121.03  205.9   1.7e-61 diphthine methyl ester acylhydrolase [EC:3.1.1.97]
* Pn3.4707            K07497   14.43   16.9   0.00051 putative transposase
* Pn3.4710            K03130  222.73  841.9    1e-253 transcription initiation factor TFIID subunit 5
* Pn3.4711            K18999  197.23  227.5   4.2e-68 RNA polymerase II C-terminal domain phosphatase-like 3/4 [EC:3.1.3.16]
* Pn3.4714            K12581   70.30  477.9    3e-144 CCR4-NOT transcription complex subunit 7/8
* Pn3.4715            K05811   49.17   52.6   6.4e-15 putative lipoprotein
