# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* Pn11.2425           K01102  188.10  236.5   2.2e-70 pyruvate dehydrogenase phosphatase [EC:3.1.3.43]
* Pn11.2421           K01648  577.50 1056.1         0 ATP citrate (pro-S)-lyase [EC:2.3.3.8]
* Pn11.2412           K19513   57.03  102.2   7.6e-30 protein CLEC16A
* Pn11.2411           K19513   57.03   97.6   1.8e-28 protein CLEC16A
* Pn11.2403           K25786  101.77  178.1   6.1e-53 bZIP transcription factor 1/2/11/44/53
* Pn11.2402           K02836  374.90  539.5  4.1e-162 peptide chain release factor 2
* Pn11.2401           K07090   42.73   47.8   4.7e-13 uncharacterized protein
* Pn11.2396           K12848   50.43  323.8     6e-97 U4/U6.U5 tri-snRNP component SNU23
* Pn11.2385           K15115  300.03  414.5  1.6e-124 solute carrier family 25 (mitochondrial folate transporter), member 32
* Pn11.2380           K11275   70.47   85.0   3.5e-24 histone H1/5
* Pn11.2374           K01115  109.87  909.8  1.1e-273 phospholipase D1/2 [EC:3.1.4.4]
* Pn11.2371           K01728  165.50  356.2  1.3e-106 pectate lyase [EC:4.2.2.2]
* Pn11.2368           K19038  161.53  178.1   1.1e-52 E3 ubiquitin-protein ligase ATL41 [EC:2.3.2.27]
* Pn11.2367           K02883   32.20  393.2  3.6e-118 large subunit ribosomal protein L18e
* Pn11.2366           K09699  429.20  520.8  1.3e-156 2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168]
* Pn11.2362           K18368  482.57  551.1  5.6e-166 caffeoylshikimate esterase [EC:3.1.1.-]
* Pn11.2362           K01054  174.53  351.1  3.2e-105 acylglycerol lipase [EC:3.1.1.23]
* Pn11.2345           K09518  164.47  360.3  8.9e-108 DnaJ homolog subfamily B member 12
* Pn11.2333           K10532  111.70  516.4  5.2e-155 heparan-alpha-glucosaminide N-acetyltransferase [EC:2.3.1.78]
* Pn11.2332           K15730  152.30  161.3   1.3e-47 cytosolic prostaglandin-E synthase [EC:5.3.99.3]
* Pn11.2330           K10364  109.23  372.2  1.3e-111 capping protein (actin filament) muscle Z-line, alpha
* Pn11.2328           K22530  327.23  413.0  8.8e-124 ATPase family AAA domain-containing protein 1 [EC:3.6.1.-]
* Pn6.2904            K00485  233.97  433.5  6.2e-130 dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase [EC:1.14.13.8 1.8.1.-]
* Pn6.2907            K00485  233.97  245.7   3.5e-73 dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase [EC:1.14.13.8 1.8.1.-]
* Pn6.2909            K00485  233.97  367.9  4.1e-110 dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase [EC:1.14.13.8 1.8.1.-]
* Pn6.2910            K00485  233.97  433.8  5.1e-130 dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase [EC:1.14.13.8 1.8.1.-]
* Pn6.2911            K00485  233.97  453.4    6e-136 dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase [EC:1.14.13.8 1.8.1.-]
* Pn6.2912            K00485  233.97  434.6  2.9e-130 dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase [EC:1.14.13.8 1.8.1.-]
* Pn6.2914            K00485  233.97  457.4  3.7e-137 dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase [EC:1.14.13.8 1.8.1.-]
* Pn6.2915            K00485  233.97  437.6  3.6e-131 dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase [EC:1.14.13.8 1.8.1.-]
* Pn6.2919            K11517  499.53  600.9  1.9e-180 (S)-2-hydroxy-acid oxidase [EC:1.1.3.15]
* Pn6.2920            K11517  499.53  596.3  4.7e-179 (S)-2-hydroxy-acid oxidase [EC:1.1.3.15]
* Pn6.2921            K14486  150.40  892.5  1.3e-268 auxin response factor
* Pn6.2922            K09286   88.90  114.0   3.9e-33 EREBP-like factor
* Pn6.2932            K14686   47.17  126.7   4.1e-37 solute carrier family 31 (copper transporter), member 1
* Pn6.2933            K03868  141.93  144.8   1.4e-42 E3 ubiquitin-protein ligase RBX1 [EC:2.3.2.32]
* Pn6.2934            K03868  141.93  252.0   2.1e-75 E3 ubiquitin-protein ligase RBX1 [EC:2.3.2.32]
* Pn6.2938            K14288  195.47 1003.4  6.9e-302 exportin-T
* Pn6.2939            K02900  100.70  292.1   2.4e-87 large subunit ribosomal protein L27Ae
* Pn6.2942            K23280  343.57  531.5  9.1e-160 rhamnogalacturonan I rhamnosyltransferase [EC:2.4.1.351]
* Pn6.2945            K23280  343.57  431.2  2.3e-129 rhamnogalacturonan I rhamnosyltransferase [EC:2.4.1.351]
* Pn11.2236           K02987   93.37  568.4  4.3e-171 small subunit ribosomal protein S4e
* Pn11.2225           K15108  286.23  426.3  4.5e-128 solute carrier family 25 (mitochondrial thiamine pyrophosphate transporter), member 19
* Pn11.2220           K03549  190.53 1082.5         0 KUP system potassium uptake protein
* Pn11.2219           K03347  734.40  955.5  1.1e-287 cullin 1
* Pn11.2216           K07200   80.60  243.8   1.2e-72 5'-AMP-activated protein kinase, regulatory gamma subunit
* Pn11.2215           K03549  190.53 1141.8         0 KUP system potassium uptake protein
* Pn11.2211           K07300   83.23  555.4  5.3e-167 Ca2+:H+ antiporter
* Pn11.2209           K19038  161.53  170.2   2.9e-50 E3 ubiquitin-protein ligase ATL41 [EC:2.3.2.27]
* Pn11.2205           K01051   76.27  132.2   8.5e-39 pectinesterase [EC:3.1.1.11]
* Pn11.2203           K01051   76.27  410.3  4.3e-123 pectinesterase [EC:3.1.1.11]
* Pn11.2199           K11975  154.17  261.7   3.3e-78 E3 ubiquitin-protein ligase RNF144 [EC:2.3.2.31]
* Pn11.2197           K13993   74.33  114.5   3.2e-33 HSP20 family protein
* Pn11.2196           K01051   76.27  350.8  4.7e-105 pectinesterase [EC:3.1.1.11]
* Pn11.2195           K14488   34.97   55.6   3.6e-15 SAUR family protein
* Pn11.2194           K08505   68.63  210.8   9.8e-63 protein transport protein SFT1
* Pn11.2192           K12447  358.43 1119.3         0 UDP-sugar pyrophosphorylase [EC:2.7.7.64]
* Pn11.2190           K00485  233.97  429.5    1e-128 dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase [EC:1.14.13.8 1.8.1.-]
* Pn11.2187           K00485  233.97  435.5  1.5e-130 dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase [EC:1.14.13.8 1.8.1.-]
* Pn11.2185           K00485  233.97  456.4  7.2e-137 dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase [EC:1.14.13.8 1.8.1.-]
* Pn11.2184           K00485  233.97  440.7  4.2e-132 dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase [EC:1.14.13.8 1.8.1.-]
* Pn11.2179           K11517  499.53  633.1  3.4e-190 (S)-2-hydroxy-acid oxidase [EC:1.1.3.15]
* Pn11.2178           K11517  499.53  596.6  3.8e-179 (S)-2-hydroxy-acid oxidase [EC:1.1.3.15]
* Pn11.2177           K14486  150.40  892.1  1.7e-268 auxin response factor
* Pn11.2176           K09286   88.90  119.6   7.3e-35 EREBP-like factor
* Pn11.2172           K12620  103.40  164.6   1.9e-48 U6 snRNA-associated Sm-like protein LSm1
* Pn11.2165           K03868  141.93  258.9   1.7e-77 E3 ubiquitin-protein ligase RBX1 [EC:2.3.2.32]
* Pn11.2164           K24773   80.27  123.3   5.3e-36 guanine nucleotide-binding protein subunit gamma 3, plant
* Pn11.2161           K14288  195.47  999.5    1e-300 exportin-T
* Pn11.2160           K02900  100.70  292.1   2.4e-87 large subunit ribosomal protein L27Ae
* Pn11.2158           K23280  343.57  530.6  1.8e-159 rhamnogalacturonan I rhamnosyltransferase [EC:2.4.1.351]
* Pn11.2154           K23280  343.57  431.2  2.3e-129 rhamnogalacturonan I rhamnosyltransferase [EC:2.4.1.351]
* Pn11.2148           K23280  343.57  431.2  2.3e-129 rhamnogalacturonan I rhamnosyltransferase [EC:2.4.1.351]
* Pn11.2138           K23280  343.57  484.4  1.7e-145 rhamnogalacturonan I rhamnosyltransferase [EC:2.4.1.351]
* Pn18.13             K02985  173.83  199.9   2.3e-59 small subunit ribosomal protein S3e
* Pn18.14             K02985  173.83  242.2     3e-72 small subunit ribosomal protein S3e
* Pn18.15             K22048  247.70 1062.1         0 mechanosensitive ion channel protein 4/5/6/7/8/9/10
* Pn18.20             K15121  219.03  439.1  8.4e-132 solute carrier family 25, member 44
* Pn18.21             K15121  219.03  272.6   2.5e-81 solute carrier family 25, member 44
* Pn18.24             K15121  219.03  245.4   4.7e-73 solute carrier family 25, member 44
* Pn18.29             K15121  219.03  244.8   7.3e-73 solute carrier family 25, member 44
* Pn18.33             K15121  219.03  295.8   2.4e-88 solute carrier family 25, member 44
* Pn18.34             K15121  219.03  275.3   3.9e-82 solute carrier family 25, member 44
* Pn18.41             K15176  166.23  915.1  2.7e-275 RNA polymerase-associated protein CTR9
* Pn18.42             K05894  507.17  602.5  2.1e-181 12-oxophytodienoic acid reductase [EC:1.3.1.42]
* Pn18.53             K00430  113.80  469.9    6e-141 peroxidase [EC:1.11.1.7]
* Pn18.57             K17085  720.77  801.4  2.1e-241 transmembrane 9 superfamily member 1
* Pn18.62             K09338   75.40  134.2   2.8e-39 homeobox-leucine zipper protein
* Pn18.76             K10839   98.90  464.8  1.3e-139 UV excision repair protein RAD23
* Pn18.82             K24917  225.83  275.3   4.3e-82 amino acid permease
* Pn18.94             K14026  354.30  614.5  1.3e-184 SEL1 protein
* Pn18.94             K07126   59.67  151.1   2.3e-44 uncharacterized protein
* Pn18.97             K24917  225.83  275.5   3.8e-82 amino acid permease
* Pn18.113            K14026  354.30  614.8  1.1e-184 SEL1 protein
* Pn18.113            K07126   59.67  169.1   7.6e-50 uncharacterized protein
* Pn18.118            K01047   17.50   42.5   2.4e-11 secretory phospholipase A2 [EC:3.1.1.4]
* Pn18.131            K13448  141.30  176.4     4e-52 calcium-binding protein CML
* Pn18.133            K14508  182.70  559.5  4.3e-168 regulatory protein NPR1
* Pn18.139            K08332  179.93  261.0   9.9e-78 vacuolar protein 8
* Pn18.140            K00225  640.97  939.3  6.2e-283 L-galactono-1,4-lactone dehydrogenase [EC:1.3.2.3]
* Pn18.141            K06443  131.20  542.3  5.3e-163 lycopene beta-cyclase [EC:5.5.1.19]
* Pn18.142            K02981  255.87  493.6  1.9e-148 small subunit ribosomal protein S2e
* Pn18.144            K14508  182.70  559.5  4.4e-168 regulatory protein NPR1
* Pn18.145            K00830  373.73  415.3  1.8e-124 alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]
* Pn18.148            K00225  640.97  685.3  4.6e-206 L-galactono-1,4-lactone dehydrogenase [EC:1.3.2.3]
* Pn18.151            K06443  131.20  542.3  5.3e-163 lycopene beta-cyclase [EC:5.5.1.19]
* Pn18.153            K02981  255.87  525.2  4.9e-158 small subunit ribosomal protein S2e
* Pn18.156            K17098  347.77  403.3  7.9e-121 annexin D
* Pn18.159            K17098  347.77  471.6  1.5e-141 annexin D
* Pn18.160            K17098  347.77  373.6  7.8e-112 annexin D
* Pn18.164            K03754  201.50  274.8   5.9e-82 translation initiation factor eIF-2B subunit beta
* Pn18.166            K03754  201.50  229.4   3.5e-68 translation initiation factor eIF-2B subunit beta
* Pn18.168            K03754  201.50  531.2  1.1e-159 translation initiation factor eIF-2B subunit beta
* Pn18.169            K04506   75.67  242.1   5.5e-72 E3 ubiquitin-protein ligase SIAH1 [EC:2.3.2.27]
* Pn18.170            K12486  195.73  223.0   4.9e-66 stromal membrane-associated protein
* Pn18.182            K03754  201.50  251.6   6.6e-75 translation initiation factor eIF-2B subunit beta
* Pn18.183            K03754  201.50  530.4    2e-159 translation initiation factor eIF-2B subunit beta
* Pn18.184            K04506   75.67  245.2   6.5e-73 E3 ubiquitin-protein ligase SIAH1 [EC:2.3.2.27]
* Pn18.185            K12486  195.73  225.2     1e-66 stromal membrane-associated protein
* Pn18.196            K22857  197.03  202.1   5.2e-60 EEF1A lysine methyltransferase 4 [EC:2.1.1.-]
* Pn18.200            K09419  215.40  223.3   2.2e-66 heat shock transcription factor, other eukaryote
* Pn18.202            K02863   88.67  344.0  3.6e-103 large subunit ribosomal protein L1
* Pn18.204            K00889  348.20  637.3  1.5e-191 1-phosphatidylinositol-4-phosphate 5-kinase [EC:2.7.1.68]
* Pn18.206            K14492  115.67  296.9     5e-89 two-component response regulator ARR-A family
* Pn18.207            K10760  239.80  410.5  2.8e-123 adenylate dimethylallyltransferase (cytokinin synthase) [EC:2.5.1.27 2.5.1.112]
* Pn18.211            K10760  239.80  409.9    4e-123 adenylate dimethylallyltransferase (cytokinin synthase) [EC:2.5.1.27 2.5.1.112]
* Pn18.212            K10760  239.80  287.8     5e-86 adenylate dimethylallyltransferase (cytokinin synthase) [EC:2.5.1.27 2.5.1.112]
* Pn18.218            K03403 1168.53 1929.2         0 magnesium chelatase subunit H [EC:6.6.1.1]
* Pn18.221            K10760  239.80  419.6  4.7e-126 adenylate dimethylallyltransferase (cytokinin synthase) [EC:2.5.1.27 2.5.1.112]
* Pn18.224            K22940   90.60  272.6   1.8e-81 protein YIPF1/2
* Pn18.225            K01623   46.60   67.7   3.8e-19 fructose-bisphosphate aldolase, class I [EC:4.1.2.13]
* Pn18.228            K00975  197.27  664.6  3.5e-200 glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]
* Pn18.232            K10760  239.80  243.1   1.8e-72 adenylate dimethylallyltransferase (cytokinin synthase) [EC:2.5.1.27 2.5.1.112]
* Pn18.238            K03403 1168.53 1929.9         0 magnesium chelatase subunit H [EC:6.6.1.1]
* Pn18.243            K10760  239.80  418.7  8.9e-126 adenylate dimethylallyltransferase (cytokinin synthase) [EC:2.5.1.27 2.5.1.112]
* Pn18.247            K22940   90.60  305.5   1.9e-91 protein YIPF1/2
* Pn18.250            K00975  197.27  665.6  1.7e-200 glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]
* Pn18.255            K23877  183.47  298.7   3.7e-89 xyloglucan O-acetyltransferase
* Pn18.261            K10760  239.80  423.8  2.4e-127 adenylate dimethylallyltransferase (cytokinin synthase) [EC:2.5.1.27 2.5.1.112]
* Pn18.262            K16302  205.77  438.7  1.8e-131 metal transporter CNNM
* Pn18.265            K00432   50.63  173.6   3.4e-51 glutathione peroxidase [EC:1.11.1.9]
* Pn18.270            K22696  124.37  180.8     2e-53 protein-lysine N-methyltransferase EEF2KMT [EC:2.1.1.-]
* Pn18.277            K19023  122.13  134.4   1.6e-39 AP-5 complex subunit mu-1
* Pn18.278            K07305  206.50  241.0   9.8e-72 peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]
* Pn18.281            K13110  102.37  440.9  4.1e-132 microfibrillar-associated protein 1
* Pn18.284            K22128  109.50  755.5  5.6e-227 piezo-type mechanosensitive ion channel component 1/2
* Pn18.288            K00472  165.33  237.4   1.6e-70 prolyl 4-hydroxylase [EC:1.14.11.2]
* Pn18.308            K14015  142.53  251.5   7.3e-75 nuclear protein localization protein 4
* Pn18.309            K23541   34.90   36.0   1.5e-09 Ca2+/H+ antiporter, TMEM165/GDT1 family
* Pn18.312            K00430  113.80  385.9  1.7e-115 peroxidase [EC:1.11.1.7]
* Pn18.313            K14486  150.40  564.7  1.7e-169 auxin response factor
* Pn18.314            K13993   74.33  108.8   1.7e-31 HSP20 family protein
* Pn18.316            K04565   83.20  238.3   3.5e-71 superoxide dismutase, Cu-Zn family [EC:1.15.1.1]
* Pn18.317            K02078   40.00   72.0   3.4e-20 acyl carrier protein
* Pn18.322            K19073  247.13  600.1  9.3e-181 divinyl chlorophyllide a 8-vinyl-reductase [EC:1.3.1.75]
* Pn18.327            K13430  481.77  710.2    6e-214 serine/threonine-protein kinase PBS1 [EC:2.7.11.1]
* Pn18.330            K03676   76.57  100.4   4.7e-29 glutaredoxin 3
* Pn18.332            K14488   34.97   95.6   2.2e-27 SAUR family protein
* Pn18.334            K13462 1471.50 3063.9         0 guanine nucleotide-exchange factor
* Pn18.347            K09422  126.07  275.9   2.6e-82 transcription factor MYB, plant
* Pn18.357            K02885   65.43  155.6     1e-45 large subunit ribosomal protein L19e
* Pn18.360            K04424  625.70  638.7    8e-192 sterile alpha motif and leucine zipper containing kinase AZK [EC:2.7.11.25]
* Pn18.360            K14400  180.70  465.9  1.1e-139 pre-mRNA cleavage complex 2 protein Pcf11
* Pn18.362            K06963   43.63  369.3  1.2e-110 tRNA acetyltransferase TAN1
* Pn18.365            K09287   85.60  188.6   7.8e-56 RAV-like factor
* Pn18.368            K12611  256.50  330.1   1.4e-98 mRNA-decapping enzyme 1B [EC:3.-.-.-]
* Pn18.370            K06443  131.20  370.7  5.5e-111 lycopene beta-cyclase [EC:5.5.1.19]
* Pn18.373            K17917  272.37  370.6  8.5e-111 sorting nexin-1/2
* Pn18.374            K02929   26.00  222.1   3.9e-66 large subunit ribosomal protein L44e
* Pn18.379            K01193  396.67  577.7  1.3e-173 beta-fructofuranosidase [EC:3.2.1.26]
* Pn18.381            K14488   34.97  108.9     2e-31 SAUR family protein
* Pn18.382            K10743  209.33  384.6  2.5e-115 ribonuclease H2 subunit A [EC:3.1.26.4]
* Pn18.386            K01674  234.37  284.0   7.5e-85 carbonic anhydrase [EC:4.2.1.1]
* Pn18.387            K01674  234.37  274.1   7.8e-82 carbonic anhydrase [EC:4.2.1.1]
* Pn18.394            K07213   65.10  101.9     2e-29 copper chaperone
* Pn18.399            K22074  104.43  356.4  6.6e-107 NFU1 iron-sulfur cluster scaffold homolog, mitochondrial
* Pn18.408            K13161  565.70  640.1  1.9e-192 heterogeneous nuclear ribonucleoprotein R
* Pn18.411            K00700  287.97  715.0  5.7e-215 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]
* Pn18.428            K09286   88.90  122.9   7.3e-36 EREBP-like factor
* Pn18.429            K00660  570.13  751.7  3.4e-226 chalcone synthase [EC:2.3.1.74]
* Pn18.432            K21995  686.73  762.2  9.6e-230 cytochrome P450 family 77 subfamily A [EC:1.14.-.-]
* Pn18.435            K12815 1191.10 1826.4         0 pre-mRNA-splicing factor ATP-dependent RNA helicase DHX38/PRP16 [EC:3.6.4.13]
* Pn18.437            K05359  350.00  552.3  3.4e-166 arogenate/prephenate dehydratase [EC:4.2.1.91 4.2.1.51]
* Pn18.437            K04518  225.33  304.0   9.5e-91 prephenate dehydratase [EC:4.2.1.51]
* Pn18.443            K01887  103.23  168.2   1.3e-49 arginyl-tRNA synthetase [EC:6.1.1.19]
* Pn18.446            K01887  103.23  649.9    3e-195 arginyl-tRNA synthetase [EC:6.1.1.19]
* Pn18.469            K23334  128.50  353.5  9.3e-106 Ran-binding protein 9/10
* Pn18.473            K09422  126.07  178.6   9.7e-53 transcription factor MYB, plant
* Pn18.479            K00166  411.10  670.9  7.4e-202 2-oxoisovalerate dehydrogenase E1 component alpha subunit [EC:1.2.4.4]
* Pn18.485            K15382   59.63  186.0   4.1e-55 solute carrier family 50 (sugar transporter)
* Pn18.522            K23280  343.57  546.1  3.6e-164 rhamnogalacturonan I rhamnosyltransferase [EC:2.4.1.351]
* Pn18.537            K05894  507.17  696.9    5e-210 12-oxophytodienoic acid reductase [EC:1.3.1.42]
* Pn18.540            K05894  507.17  699.3    9e-211 12-oxophytodienoic acid reductase [EC:1.3.1.42]
* Pn18.543            K00703  137.50  690.2  1.3e-207 starch synthase [EC:2.4.1.21]
* Pn18.548            K00430  113.80  440.8  4.1e-132 peroxidase [EC:1.11.1.7]
* Pn18.557            K15356  202.43  547.8  5.7e-165 GDP-mannose transporter
* Pn18.1439           K10903  105.27  227.4   1.4e-67 HUS1 checkpoint protein
* Pn18.1438           K14009   35.70   37.5   6.6e-10 B-cell receptor-associated protein 31
* Pn18.1436           K02726  265.60  439.0  8.2e-132 20S proteasome subunit alpha 2 [EC:3.4.25.1]
* Pn5.700             K15227  386.40  447.3  3.4e-134 arogenate dehydrogenase (NADP+), plant [EC:1.3.1.78]
* Pn5.701             K19996  113.70  387.5  4.4e-116 phosphatidylinositol transfer protein SFH5
* Pn5.765             K15710  389.63  847.8  8.8e-255 E3 ubiquitin-protein ligase SHPRH [EC:5.6.2.- 2.3.2.27]
* Pn5.768             K13434  185.97  245.3   4.3e-73 pathogenesis-related genes transcriptional activator PTI6
* Pn5.768             K09286   88.90  129.1   9.7e-38 EREBP-like factor
* Pn5.769             K19589  163.13  189.4   4.1e-56 release factor glutamine methyltransferase [EC:2.1.1.297]
* Pn5.774             K03063  555.80  917.7  1.7e-276 26S proteasome regulatory subunit T3
* Pn5.779             K02835  350.57  550.5  1.9e-165 peptide chain release factor 1
* Pn5.780             K22450   88.63  344.7  1.6e-103 aralkylamine N-acetyltransferase [EC:2.3.1.87]
* Pn5.781             K14945  217.30  278.3   5.5e-83 protein quaking
* Pn5.783             K24139   83.60  396.7  5.6e-119 auxin efflux carrier family protein
* Pn5.786             K15153   23.60  241.9   3.3e-72 mediator of RNA polymerase II transcription subunit 31
* Pn5.789             K07760  434.07  491.7  7.8e-148 cyclin-dependent kinase [EC:2.7.11.22]
* Pn5.794             K11363   47.70  118.4   2.2e-34 SAGA-associated factor 11
* Pn5.795             K00297  195.10  413.8  4.3e-124 methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]
* Pn5.802             K15397  182.80  606.5  2.5e-182 3-ketoacyl-CoA synthase [EC:2.3.1.199]
* Pn5.805             K18586   51.93  105.3   1.2e-30 ubiquinone biosynthesis protein COQ4
* Pn5.806             K03231  443.47  559.5    3e-168 elongation factor 1-alpha
* Pn5.807             K03549  190.53  418.7  2.3e-125 KUP system potassium uptake protein
* Pn5.810             K17046   84.87  430.6  5.2e-129 protein DEK
* Pn5.811             K08065   95.90  284.3   7.2e-85 nuclear transcription Y subunit beta
* Pn5.823             K07052   32.93   45.3   2.4e-12 CAAX protease family protein
* Pn5.826             K08341  145.50  267.8   3.2e-80 GABA(A) receptor-associated protein
* Pn5.837             K23136  769.43  772.0  1.3e-232 fraxetin 5-hydroxylase [EC:1.14.14.164]
* Pn5.841             K12891  150.57  212.0   4.8e-63 serine/arginine-rich splicing factor 2/8
* Pn5.846             K09422  126.07  274.9   4.9e-82 transcription factor MYB, plant
* Pn5.849             K00459  110.23  292.3   4.3e-87 nitronate monooxygenase [EC:1.13.12.16]
* Pn5.855             K14294   70.27  185.4   8.7e-55 partner of Y14 and mago
* Pn5.856             K21594 1082.47 1116.9         0 translation factor GUF1, mitochondrial [EC:3.6.5.-]
* Pn5.856             K03596  906.23 1036.8         0 GTP-binding protein LepA
* Pn5.859             K01209   89.57  479.6  7.9e-144 alpha-L-arabinofuranosidase [EC:3.2.1.55]
* Pn5.860             K03107  121.37  560.5  2.7e-168 signal recognition particle subunit SRP68
* Pn5.863             K23558  390.63  896.1  3.5e-270 plant 3beta-hydroxysteroid-4alpha-carboxylate 3-dehydrogenase [EC:1.1.1.418]
* Pn5.867             K08486  213.73  353.1  8.7e-106 syntaxin 1B/2/3
* Pn5.875             K14488   34.97   79.4     2e-22 SAUR family protein
* Pn5.880             K14488   34.97   92.8   1.6e-26 SAUR family protein
* Pn5.883             K12272  105.07  265.8   2.6e-79 signal recognition particle receptor subunit beta
* Pn5.895             K09286   88.90  132.7   7.7e-39 EREBP-like factor
* Pn5.899             K12162   74.40  217.4   1.1e-64 ubiquitin-fold modifier 1
* Pn5.901             K13993   74.33  149.1   9.2e-44 HSP20 family protein
* Pn5.904             K14292   90.03  422.6  1.1e-126 trimethylguanosine synthase [EC:2.1.1.-]
* Pn5.904             K23566   31.87   60.5   8.1e-17 membrane magnesium transporter 1
* Pn5.908             K09419  215.40  242.9   2.5e-72 heat shock transcription factor, other eukaryote
* Pn5.910             K09843  460.30  839.3  5.4e-253 (+)-abscisic acid 8'-hydroxylase [EC:1.14.14.137]
* Pn5.916             K03942  866.00  946.9  1.2e-285 NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:7.1.1.2]
* Pn5.1058            K11807  437.57  802.8  2.2e-241 WD and tetratricopeptide repeats protein 1
* Pn5.1062            K14499  115.07  309.7   1.4e-92 BRI1 kinase inhibitor 1
* Pn5.927             K14499  115.07  309.7   1.4e-92 BRI1 kinase inhibitor 1
* Pn5.1065            K10875  616.23  748.9  3.9e-225 DNA repair and recombination protein RAD54 and RAD54-like protein [EC:5.6.2.-]
* Pn5.932             K11807  437.57  802.7  2.4e-241 WD and tetratricopeptide repeats protein 1
* Pn5.955             K00850  352.87  415.2  2.2e-124 6-phosphofructokinase 1 [EC:2.7.1.11]
* Pn5.956             K06630  424.23  463.7  1.3e-139 14-3-3 protein epsilon
* Pn5.959             K15104  341.47  396.4  4.7e-119 solute carrier family 25 (mitochondrial oxoglutarate transporter), member 11
* Pn5.969             K05864  347.00  584.9    1e-175 peptidyl-prolyl isomerase D [EC:5.2.1.8]
* Pn5.969             K03768  223.00  225.2   4.3e-67 peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]
* Pn5.969             K03767  188.17  222.0   3.8e-66 peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]
* Pn5.970             K24166  278.20  417.6  3.3e-125 armadillo repeat-containing protein 6
* Pn5.974             K09422  126.07  141.0   2.6e-41 transcription factor MYB, plant
* Pn5.975             K09422  126.07  182.8   5.1e-54 transcription factor MYB, plant
* Pn5.981             K25102  160.53  202.8   3.3e-60 tRNA selenocysteine 1-associated protein 1
* Pn5.998             K10664  222.20  376.6  9.4e-113 E3 ubiquitin-protein ligase ATL6/9/15/31/42/55 [EC:2.3.2.27]
* Pn5.1004            K09338   75.40  155.7   8.4e-46 homeobox-leucine zipper protein
* Pn5.1013            K14498  406.07  713.3  1.8e-214 serine/threonine-protein kinase SRK2 [EC:2.7.11.1]
* Pn5.1014            K02267   49.53  164.3   6.3e-49 cytochrome c oxidase subunit 6b
* Pn5.1016            K11253  216.07  378.1  3.7e-113 histone H3
* Pn5.1016            K11495  210.73  216.2   2.4e-64 histone H3-like centromeric protein A
* Pn5.1018            K15077  119.10  151.6   1.6e-44 elongin-A
* Pn5.1019            K11290  273.63  335.8  1.7e-100 template-activating factor I
* Pn5.1020            K07574   36.83   38.6   4.2e-10 RNA-binding protein
* Pn5.1021            K13418 1176.17 1253.3         0 somatic embryogenesis receptor kinase 1 [EC:2.7.10.1 2.7.11.1]
* Pn5.1025            K20474   84.70  447.5  5.6e-134 RAD50-interacting protein 1
* Pn5.1032            K02991   49.70  148.0   1.7e-43 small subunit ribosomal protein S6e
* Pn5.1073            K10960  219.90  738.2  1.1e-222 geranylgeranyl diphosphate/geranylgeranyl-bacteriochlorophyllide a reductase [EC:1.3.1.83 1.3.1.111]
* Pn5.1078            K14328   45.63  252.7   2.9e-75 regulator of nonsense transcripts 3
* Pn5.1084            K16280  200.50  638.7  1.9e-192 E3 ubiquitin-protein ligase RGLG [EC:2.3.2.27]
* Pn5.1085            K23877  183.47  388.1  2.9e-116 xyloglucan O-acetyltransferase
* Pn48.12             K14808  461.27  986.0  6.2e-297 ATP-dependent RNA helicase DDX54/DBP10 [EC:3.6.4.13]
* Pn5.1098            K02704  300.00  319.5   1.2e-95 photosystem II CP47 chlorophyll apoprotein
* Pn5.1099            K02704  300.00  305.4   2.2e-91 photosystem II CP47 chlorophyll apoprotein
* Pn5.1100            K02709  114.20  118.9   2.1e-35 photosystem II PsbH protein
* Pn5.1102            K03040   53.40   58.1   3.1e-16 DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]
