# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* Pn39.63             K01051   76.27  488.9  6.7e-147 pectinesterase [EC:3.1.1.11]
* Pn39.65             K14157  559.53  889.5  1.2e-267 alpha-aminoadipic semialdehyde synthase [EC:1.5.1.8 1.5.1.9]
* Pn39.66             K19038  161.53  163.3   3.6e-48 E3 ubiquitin-protein ligase ATL41 [EC:2.3.2.27]
* Pn39.69             K14360   77.97  134.1     2e-39 organic solute transporter subunit alpha
* Pn39.73             K02987   93.37  101.3   2.4e-29 small subunit ribosomal protein S4e
* Pn39.75             K10994  270.63  343.6    8e-103 cell cycle checkpoint control protein RAD9A [EC:3.1.11.2]
* Pn39.78             K24758  180.60  384.4  3.9e-115 WD repeat-containing protein 89
* Pn39.82             K02735  133.07  251.2   4.5e-75 20S proteasome subunit beta 3 [EC:3.4.25.1]
* Pn39.83             K02735  133.07  214.9   5.4e-64 20S proteasome subunit beta 3 [EC:3.4.25.1]
* Pn39.92             K00695  635.93  907.6  2.8e-273 sucrose synthase [EC:2.4.1.13]
* Pn39.93             K01179   21.90  327.6     1e-97 endoglucanase [EC:3.2.1.4]
* Pn39.94             K01051   76.27  535.1  6.5e-161 pectinesterase [EC:3.1.1.11]
* Pn39.100            K12849  128.00  474.0  2.1e-142 pre-mRNA-splicing factor 38A
* Pn39.104            K01874  201.43  840.8  5.3e-253 methionyl-tRNA synthetase [EC:6.1.1.10]
* Pn39.107            K02987   93.37   96.4   7.5e-28 small subunit ribosomal protein S4e
* Pn39.108            K17491   96.37  872.4  1.9e-262 protein phosphatase 4 regulatory subunit 3
* Pn39.110            K00787  146.13  523.6  1.2e-157 farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]
* Pn39.111            K02210  596.17 1129.1         0 DNA replication licensing factor MCM7 [EC:5.6.2.3]
* Pn39.125            K02210  596.17  601.7  9.4e-181 DNA replication licensing factor MCM7 [EC:5.6.2.3]
* Pn39.138            K08675 1152.33 1398.3         0 ATP-dependent Lon protease [EC:3.4.21.53]
* Pn39.138            K01338  840.67  841.7  3.6e-253 ATP-dependent Lon protease [EC:3.4.21.53]
* Pn39.140            K10578  213.47  363.3  8.1e-109 ubiquitin-conjugating enzyme E2 J1 [EC:2.3.2.23]
* Pn39.142            K14685  136.03  247.4   9.9e-74 solute carrier family 40 (iron-regulated transporter), member 1
* Pn39.145            K01051   76.27  326.8   9.1e-98 pectinesterase [EC:3.1.1.11]
* Pn39.146            K03857  250.20  269.5   3.3e-80 phosphatidylinositol N-acetylglucosaminyltransferase subunit A [EC:2.4.1.198]
* Pn39.162            K18674  496.17  508.5  1.1e-152 N-acetylgalactosamine kinase [EC:2.7.1.157]
* Pn39.164            K03377   48.23  625.2  1.2e-187 N-acetylneuraminate 9-O-acetyltransferase [EC:2.3.1.45]
* Pn39.166            K01897  433.90  488.4  1.7e-146 long-chain acyl-CoA synthetase [EC:6.2.1.3]
* Pn39.167            K16297  480.00  691.4  4.4e-208 serine carboxypeptidase-like clade II [EC:3.4.16.-]
* Pn39.169            K09422  126.07  238.9   4.4e-71 transcription factor MYB, plant
* Pn32.333            K02210  596.17  846.8  7.2e-255 DNA replication licensing factor MCM7 [EC:5.6.2.3]
* Pn32.332            K02210  596.17  723.9  1.1e-217 DNA replication licensing factor MCM7 [EC:5.6.2.3]
* Pn32.331            K02210  596.17  872.0  1.7e-262 DNA replication licensing factor MCM7 [EC:5.6.2.3]
* Pn32.330            K08675 1152.33 1398.4         0 ATP-dependent Lon protease [EC:3.4.21.53]
* Pn32.330            K01338  840.67  840.8  6.8e-253 ATP-dependent Lon protease [EC:3.4.21.53]
* Pn32.328            K10578  213.47  362.7  1.2e-108 ubiquitin-conjugating enzyme E2 J1 [EC:2.3.2.23]
* Pn32.326            K14685  136.03  246.2   2.3e-73 solute carrier family 40 (iron-regulated transporter), member 1
* Pn32.322            K03857  250.20  348.3  4.8e-104 phosphatidylinositol N-acetylglucosaminyltransferase subunit A [EC:2.4.1.198]
* Pn32.321            K12345  122.97  240.2   2.2e-71 3-oxo-5-alpha-steroid 4-dehydrogenase 3 / polyprenol reductase [EC:1.3.1.22 1.3.1.94]
* Pn32.306            K18674  496.17  566.5  2.8e-170 N-acetylgalactosamine kinase [EC:2.7.1.157]
* Pn32.304            K03377   48.23  625.2  1.2e-187 N-acetylneuraminate 9-O-acetyltransferase [EC:2.3.1.45]
* Pn32.303            K01897  433.90  486.5    6e-146 long-chain acyl-CoA synthetase [EC:6.2.1.3]
* Pn32.302            K16297  480.00  693.2  1.2e-208 serine carboxypeptidase-like clade II [EC:3.4.16.-]
* Pn32.300            K09422  126.07  236.7   2.1e-70 transcription factor MYB, plant
* Pn32.290            K15446  120.53  150.9   2.3e-44 tRNA:m4X modification enzyme [EC:2.1.1.225]
* Pn32.289            K11188  349.17  383.2    4e-115 peroxiredoxin 6 [EC:1.11.1.7 1.11.1.27 3.1.1.-]
* Pn32.288            K01875   67.10  647.8    1e-194 seryl-tRNA synthetase [EC:6.1.1.11]
* Pn32.287            K00789   17.40  699.9  1.2e-210 S-adenosylmethionine synthetase [EC:2.5.1.6]
* Pn32.283            K07198  448.73  496.6  4.6e-149 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.11]
* Pn32.280            K05658  913.93 1647.7         0 ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:7.6.2.2]
* Pn32.270            K09651  101.40  331.6   3.3e-99 rhomboid-related protein 4 [EC:3.4.21.105]
* Pn32.250            K12483  837.90  916.2  1.1e-275 EH domain-containing protein 1
* Pn17.1808           K03969   91.50  410.3  4.2e-123 phage shock protein A
* Pn17.1804           K07198  448.73  496.1  6.4e-149 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.11]
* Pn17.1803           K17471  991.53 1129.7         0 sulfate transporter 3
* Pn17.1802           K23222   76.03  147.1   2.9e-43 nuclease HARBI1 [EC:3.1.-.-]
* Pn17.1789           K08864  228.47  815.0  3.6e-245 tousled-like kinase [EC:2.7.11.1]
* Pn17.1788           K00430  113.80  243.4   2.5e-72 peroxidase [EC:1.11.1.7]
* Pn17.1787           K11838  333.10 1627.2         0 ubiquitin carboxyl-terminal hydrolase 7 [EC:3.4.19.12]
* Pn17.1786           K22698  149.77 1232.9         0 protein SEY1 [EC:3.6.5.-]
* Pn17.1779           K16275   85.80  409.1  9.9e-123 E3 ubiquitin-protein ligase BAH [EC:2.3.2.27]
* Pn17.1777           K13459  422.57  702.8  4.3e-211 disease resistance protein RPS2
* Pn17.1776           K13459  422.57  672.8  4.9e-202 disease resistance protein RPS2
* Pn17.1774           K03665  178.17  639.3  3.7e-192 GTPase
* Pn17.1772           K01535  576.63 1414.5         0 H+-transporting ATPase [EC:7.1.2.1]
* Pn17.1769           K01090  362.47  473.3  5.2e-142 protein phosphatase [EC:3.1.3.16]
* Pn17.1768           K17479   82.73  239.0   3.4e-71 glutaredoxin domain-containing cysteine-rich protein 1
* Pn17.1765           K25550  101.97  169.8   1.9e-50 c-Myc-binding protein
* Pn17.1763           K09014  383.50  755.7  1.6e-227 Fe-S cluster assembly protein SufB
* Pn17.1753           K04082   68.47  190.6   2.2e-56 molecular chaperone HscB
* Pn17.1750           K13412  534.20  817.4  3.1e-246 calcium-dependent protein kinase [EC:2.7.11.1]
* Pn17.1749           K17604  118.80  249.5   2.3e-74 zinc finger SWIM domain-containing protein 3
* Pn17.1747           K19043  115.90  550.7  9.9e-166 E3 ubiquitin-protein ligase RHF [EC:2.3.2.27]
* Pn17.1744           K13343   70.30  118.1   2.2e-34 peroxin-14
* Pn17.1743           K13800  268.63  364.4  2.6e-109 UMP-CMP kinase [EC:2.7.4.14]
* Pn17.1731           K03022   92.23  258.4   3.1e-77 DNA-directed RNA polymerase III subunit RPC8
* Pn17.1728           K05359  350.00  361.9    2e-108 arogenate/prephenate dehydratase [EC:4.2.1.91 4.2.1.51]
* Pn17.1728           K04518  225.33  248.0   8.8e-74 prephenate dehydratase [EC:4.2.1.51]
* Pn17.1722           K13459  422.57  722.9  3.8e-217 disease resistance protein RPS2
* Pn17.1721           K06444  450.53  862.2  4.6e-260 lycopene epsilon-cyclase [EC:5.5.1.18]
* Pn17.1721           K06443  131.20  355.9  1.7e-106 lycopene beta-cyclase [EC:5.5.1.19]
* Pn17.1718           K20603  587.53  600.9  4.2e-181 mitogen-activated protein kinase kinase 2 [EC:2.7.12.2]
* Pn17.1717           K01728  165.50  417.2  4.2e-125 pectate lyase [EC:4.2.2.2]
* Pn17.1699           K15404  546.53 1066.4         0 aldehyde decarbonylase [EC:4.1.99.5]
* Pn17.1697           K06062  172.00  689.1  5.8e-207 histone acetyltransferase [EC:2.3.1.48]
* Pn17.1696           K25784  114.70  406.5  1.2e-121 bZIP transcription factor 9/10/25/63
* Pn17.1695           K11251   45.87  228.6   4.4e-68 histone H2A
* Pn17.1693           K08286  386.33  418.2  1.4e-125 protein-serine/threonine kinase [EC:2.7.11.-]
* Pn17.1692           K15333  130.53  155.3   6.9e-46 tRNA guanosine-2'-O-methyltransferase [EC:2.1.1.34]
* Pn17.1691           K10688  143.07  327.4   6.8e-98 ubiquitin-conjugating enzyme E2 W [EC:2.3.2.25]
* Pn17.1688           K15333  130.53  153.5   2.3e-45 tRNA guanosine-2'-O-methyltransferase [EC:2.1.1.34]
* Pn17.1684           K13104   49.07  158.7   9.1e-47 zinc finger protein 830
* Pn17.1683           K20102  129.10  431.8  2.8e-129 YTH domain-containing family protein
* Pn17.1680           K19893  437.63  678.3  1.8e-204 glucan endo-1,3-beta-glucosidase 5/6 [EC:3.2.1.39]
* Pn17.1679           K20891  187.17  569.9  1.4e-171 beta-glucuronosyltransferase [EC:2.4.1.-]
* Pn17.1678           K13356  142.73  421.5  2.3e-126 alcohol-forming fatty acyl-CoA reductase [EC:1.2.1.84]
* Pn17.1675           K10523  143.13  380.7  5.5e-114 speckle-type POZ protein
* Pn17.1674           K12862  237.23  721.1  5.7e-217 pleiotropic regulator 1
* Pn17.1671           K13066  499.33  539.3  3.2e-162 caffeic acid 3-O-methyltransferase / acetylserotonin O-methyltransferase [EC:2.1.1.68 2.1.1.4]
* Pn17.1670           K13066  499.33  512.3  4.8e-154 caffeic acid 3-O-methyltransferase / acetylserotonin O-methyltransferase [EC:2.1.1.68 2.1.1.4]
* Pn17.1669           K13066  499.33  579.2  2.5e-174 caffeic acid 3-O-methyltransferase / acetylserotonin O-methyltransferase [EC:2.1.1.68 2.1.1.4]
* Pn17.1667           K13066  499.33  563.7  1.2e-169 caffeic acid 3-O-methyltransferase / acetylserotonin O-methyltransferase [EC:2.1.1.68 2.1.1.4]
* Pn17.1663           K13066  499.33  564.4  7.8e-170 caffeic acid 3-O-methyltransferase / acetylserotonin O-methyltransferase [EC:2.1.1.68 2.1.1.4]
* Pn17.1662           K13066  499.33  577.5    8e-174 caffeic acid 3-O-methyltransferase / acetylserotonin O-methyltransferase [EC:2.1.1.68 2.1.1.4]
* Pn17.1661           K13066  499.33  579.2  2.4e-174 caffeic acid 3-O-methyltransferase / acetylserotonin O-methyltransferase [EC:2.1.1.68 2.1.1.4]
* Pn17.1658           K12862  237.23  744.7    4e-224 pleiotropic regulator 1
* Pn17.1657           K10523  143.13  380.7  5.5e-114 speckle-type POZ protein
* Pn17.1654           K13356  142.73  421.5  2.3e-126 alcohol-forming fatty acyl-CoA reductase [EC:1.2.1.84]
* Pn17.1653           K20891  187.17  569.9  1.4e-171 beta-glucuronosyltransferase [EC:2.4.1.-]
* Pn17.1652           K19893  437.63  681.6  1.8e-205 glucan endo-1,3-beta-glucosidase 5/6 [EC:3.2.1.39]
* Pn17.1650           K20102  129.10  429.6  1.3e-128 YTH domain-containing family protein
* Pn17.1649           K13104   49.07  200.4   2.2e-59 zinc finger protein 830
* Pn17.1647           K15404  546.53  891.3  3.7e-268 aldehyde decarbonylase [EC:4.1.99.5]
* Pn17.1645           K08597  100.07  123.6   5.6e-36 sentrin-specific protease 8 [EC:3.4.22.68]
* Pn17.1640           K15333  130.53  151.8   7.6e-45 tRNA guanosine-2'-O-methyltransferase [EC:2.1.1.34]
* Pn17.1635           K10688  143.07  325.6   2.4e-97 ubiquitin-conjugating enzyme E2 W [EC:2.3.2.25]
* Pn17.1633           K15333  130.53  155.8   4.9e-46 tRNA guanosine-2'-O-methyltransferase [EC:2.1.1.34]
* Pn17.1631           K11251   45.87  228.6   4.4e-68 histone H2A
* Pn17.1630           K25784  114.70  406.1  1.6e-121 bZIP transcription factor 9/10/25/63
* Pn17.1629           K06062  172.00  689.1    6e-207 histone acetyltransferase [EC:2.3.1.48]
* Pn17.1628           K15404  546.53 1064.2         0 aldehyde decarbonylase [EC:4.1.99.5]
* Pn17.1615           K00844   72.77   93.6   3.8e-27 hexokinase [EC:2.7.1.1]
* Pn17.1605           K00844   72.77  105.2   1.2e-30 hexokinase [EC:2.7.1.1]
* Pn17.1600           K00844   72.77   73.3   5.6e-21 hexokinase [EC:2.7.1.1]
* Pn17.1593           K00844   72.77   79.1   9.7e-23 hexokinase [EC:2.7.1.1]
* Pn17.1587           K00844   72.77   91.5   1.7e-26 hexokinase [EC:2.7.1.1]
* Pn17.1556           K00844   72.77   84.1     3e-24 hexokinase [EC:2.7.1.1]
* Pn17.1551           K00844   72.77   84.7   1.9e-24 hexokinase [EC:2.7.1.1]
* Pn17.1541           K00224  280.77  626.0  6.5e-189 chloroplastic oxoene reductase [EC:1.3.1.-]
* Pn17.1539           K11883  125.70  134.8   2.2e-39 RNA-binding protein NOB1
* Pn17.1538           K11883  125.70  245.3   6.7e-73 RNA-binding protein NOB1
* Pn17.1533           K14484   88.07  268.8   2.6e-80 auxin-responsive protein IAA
* Pn17.1531           K03189  163.07  448.7  1.4e-134 urease accessory protein
* Pn17.1523           K03189  163.07  371.4  3.7e-111 urease accessory protein
* Pn17.1520           K20472   84.50   93.1   6.3e-27 coatomer subunit zeta
* Pn17.1518           K00383  555.50  755.1  3.2e-227 glutathione reductase (NADPH) [EC:1.8.1.7]
* Pn17.1502           K03189  163.07  447.4  3.3e-134 urease accessory protein
* Pn17.1498           K20472   84.50   93.4   5.2e-27 coatomer subunit zeta
* Pn17.1496           K00383  555.50  755.9  1.8e-227 glutathione reductase (NADPH) [EC:1.8.1.7]
* Pn17.1487           K02492   72.20  113.5   4.7e-33 glutamyl-tRNA reductase [EC:1.2.1.70]
* Pn17.1476           K18789  327.73  338.6  2.7e-101 xylogalacturonan beta-1,3-xylosyltransferase [EC:2.4.2.41]
* Pn17.1465           K09286   88.90  152.2   8.7e-45 EREBP-like factor
* Pn17.1459           K11275   70.47   88.6   2.8e-25 histone H1/5
* Pn17.1448           K11275   70.47   88.0   4.1e-25 histone H1/5
* Pn17.1441           K13065  314.33  352.4  1.4e-105 shikimate O-hydroxycinnamoyltransferase [EC:2.3.1.133]
* Pn17.1435           K08495   82.90  262.4   2.8e-78 golgi SNAP receptor complex member 1
* Pn17.1424           K04569  153.23  307.1   5.9e-92 copper chaperone for superoxide dismutase
* Pn17.1422           K01206   66.47  342.1  3.2e-102 alpha-L-fucosidase [EC:3.2.1.51]
* Pn17.1418           K09338   75.40  153.9   2.9e-45 homeobox-leucine zipper protein
* Pn17.1408           K20102  129.10  366.2  2.2e-109 YTH domain-containing family protein
* Pn17.1405           K16221  107.23  144.1   4.3e-42 transcription factor TCP21 (protein CCA1 HIKING EXPEDITION)
* Pn17.1401           K13335  121.53  277.8   6.6e-83 peroxin-16
* Pn17.1399           K01641  161.50  339.5  1.6e-101 hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]
* Pn17.1390           K14295  118.40  190.1   3.9e-56 nuclear pore complex protein Nup50
* Pn17.1388           K15277  241.47  511.3  1.1e-153 solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B3
* Pn17.1387           K09286   88.90  115.0   1.9e-33 EREBP-like factor
* Pn17.1355           K12733  259.57  337.5    2e-101 peptidyl-prolyl cis-trans isomerase-like 1 [EC:5.2.1.8]
* Pn17.1355           K03767  188.17  198.8   4.5e-59 peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]
* Pn17.1370           K03327  104.53  547.8  2.4e-164 multidrug resistance protein, MATE family
* Pn17.1337           K02703  294.40  511.6  1.5e-153 photosystem II P680 reaction center D1 protein [EC:1.10.3.9]
* Pn17.1334           K02689  906.87 1222.4         0 photosystem I P700 chlorophyll a apoprotein A1
* Pn17.1331           K05581  235.60  279.1   5.2e-84 NAD(P)H-quinone oxidoreductase subunit J [EC:7.1.1.2]
* Pn17.1326           K02704  300.00  336.6  7.6e-101 photosystem II CP47 chlorophyll apoprotein
* Pn17.1324           K14494  256.90  331.0   7.6e-99 DELLA protein
* Pn17.1309           K09419  215.40  259.9   1.7e-77 heat shock transcription factor, other eukaryote
* Pn17.1299           K08094  109.77  132.6   4.8e-39 6-phospho-3-hexuloisomerase [EC:5.3.1.27]
* Pn17.1293           K08094  109.77  132.6   4.8e-39 6-phospho-3-hexuloisomerase [EC:5.3.1.27]
* Pn17.1290           K01537  945.67  971.6  1.7e-292 P-type Ca2+ transporter type 2C [EC:7.2.2.10]
* Pn17.1286           K24175  238.87  647.1  1.2e-194 MFS transporter, MFS domain-containing protein family, molybdate-anion transporter
* Pn17.1263           K19861  448.70  630.8  7.3e-190 benzyl alcohol O-benzoyltransferase [EC:2.3.1.196 2.3.1.232]
* Pn17.1256           K23490  123.60  178.2   9.7e-53 cytochrome b5
* Pn17.1253           K01772   52.43  243.1   2.2e-72 protoporphyrin/coproporphyrin ferrochelatase [EC:4.98.1.1 4.99.1.9]
* Pn17.1252           K01772   52.43   93.0   7.4e-27 protoporphyrin/coproporphyrin ferrochelatase [EC:4.98.1.1 4.99.1.9]
* Pn17.1230           K01714  253.50  298.4   4.1e-89 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]
* Pn17.1228           K06934   42.20   43.1   1.2e-11 uncharacterized protein
* Pn17.1220           K14826  184.93  402.8  1.5e-120 FK506-binding nuclear protein [EC:5.2.1.8]
* Pn17.1213           K14826  184.93  404.0  6.4e-121 FK506-binding nuclear protein [EC:5.2.1.8]
* Pn17.1208           K00345   70.43  135.2   1.1e-39 NAD(P)H-quinone oxidoreductase subunit S, chloroplastic [EC:7.1.1.-]
* Pn17.1201           K13337   60.43  236.6   2.4e-70 peroxin-19
* Pn17.1200           K11438  307.80  768.2  6.2e-231 type III protein arginine methyltransferase [EC:2.1.1.321]
* Pn17.1192           K07025  113.70  139.1   8.5e-41 putative hydrolase of the HAD superfamily
* Pn17.1183           K10636  294.57  416.4    1e-124 E3 ubiquitin-protein ligase AMFR [EC:2.3.2.36]
* Pn17.1178           K10636  294.57  416.4    1e-124 E3 ubiquitin-protein ligase AMFR [EC:2.3.2.36]
* Pn17.1176           K08341  145.50  251.0   4.4e-75 GABA(A) receptor-associated protein
* Pn17.1165           K00616  143.43  160.1   4.5e-47 transaldolase [EC:2.2.1.2]
* Pn17.1158           K25796  119.97  278.1   3.2e-83 plant-specific transcription factor YABBY family protein
* Pn17.1152           K25796  119.97  278.1   3.2e-83 plant-specific transcription factor YABBY family protein
* Pn17.1149           K14488   34.97  106.3   1.2e-30 SAUR family protein
* Pn17.1148           K01369  219.37  661.6  3.6e-199 legumain [EC:3.4.22.34]
* Pn17.1146           K01369  219.37  595.6  3.7e-179 legumain [EC:3.4.22.34]
* Pn17.1141           K01265  137.77  431.9  1.7e-129 methionyl aminopeptidase [EC:3.4.11.18]
* Pn17.1121           K13679  602.30  995.4    3e-300 granule-bound starch synthase [EC:2.4.1.242]
* Pn17.1121           K00703  137.50  500.2    4e-150 starch synthase [EC:2.4.1.21]
* Pn17.1115           K15623   66.83   74.6   3.8e-21 protein SSXT
* Pn17.1113           K02969  116.53  262.8   2.2e-78 small subunit ribosomal protein S20e
* Pn17.1105           K01358   53.23  350.6  3.7e-105 ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]
* Pn17.1094           K20069   51.93  117.1   4.8e-34 adaptin ear-binding coat-associated protein 1/2
* Pn17.1093           K06013  123.70  661.9  7.6e-199 STE24 endopeptidase [EC:3.4.24.84]
* Pn17.1086           K19600  127.33  366.0  1.7e-109 tubby and related proteins
* Pn17.1083           K24935  236.03  588.8  8.2e-177 tetratricopeptide repeat protein 27
* Pn17.1080           K20069   51.93  115.3   1.7e-33 adaptin ear-binding coat-associated protein 1/2
* Pn17.1079           K06013  123.70  656.6    3e-197 STE24 endopeptidase [EC:3.4.24.84]
* Pn17.1074           K02607  119.07  129.4   8.4e-38 origin recognition complex subunit 5
* Pn17.1073           K19600  127.33  360.4  8.2e-108 tubby and related proteins
* Pn17.1070           K24935  236.03  690.7  1.3e-207 tetratricopeptide repeat protein 27
* Pn17.1065           K10355  790.97  822.2  2.6e-248 actin, other eukaryote
* Pn17.1065           K16575  610.27  614.3  7.7e-185 centractin
* Pn17.1062           K08486  213.73  242.3   3.8e-72 syntaxin 1B/2/3
* Pn17.1052           K11592  391.30 1313.5         0 endoribonuclease Dicer [EC:3.1.26.-]
* Pn17.1051           K13066  499.33  642.1    2e-193 caffeic acid 3-O-methyltransferase / acetylserotonin O-methyltransferase [EC:2.1.1.68 2.1.1.4]
* Pn17.1049           K11805  137.10  238.1   7.6e-71 DDB1- and CUL4-associated factor 7
* Pn17.1037           K09873  271.70  336.8  5.6e-101 aquaporin TIP
* Pn17.1033           K14767  133.40  146.8   4.2e-43 U3 small nucleolar RNA-associated protein 3
* Pn17.1030           K01046   63.77   68.9   2.1e-19 triacylglycerol lipase [EC:3.1.1.3]
* Pn17.1029           K09286   88.90  142.2   9.7e-42 EREBP-like factor
* Pn17.1028           K09503  592.17  607.5  9.8e-183 DnaJ homolog subfamily A member 2
* Pn17.1027           K00344  279.97  429.7  8.2e-129 NADPH:quinone reductase [EC:1.6.5.5]
* Pn17.1022           K02936   66.93  473.7  2.8e-142 large subunit ribosomal protein L7Ae
* Pn17.1020           K09286   88.90  168.5   9.5e-50 EREBP-like factor
* Pn17.1019           K09286   88.90  168.5   9.2e-50 EREBP-like factor
* Pn17.1011           K20784  190.53  788.9  2.7e-237 arabinosyltransferase [EC:2.4.2.-]
* Pn17.1008           K23541   34.90   36.2   1.3e-09 Ca2+/H+ antiporter, TMEM165/GDT1 family
* Pn17.1004           K14496  127.87  297.6   6.6e-89 abscisic acid receptor PYR/PYL family
* Pn17.1002           K07052   32.93   42.6   1.6e-11 CAAX protease family protein
* Pn17.999            K06934   42.20   55.0   2.9e-15 uncharacterized protein
* Pn17.983            K09008   48.07  182.0   5.7e-54 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3
* Pn17.975            K19042   70.00  234.5   1.1e-69 E3 ubiquitin-protein ligase BOI and related proteins [EC:2.3.2.27]
* Pn17.972            K03260  113.87  662.9  3.7e-199 translation initiation factor 4G
* Pn17.971            K22684   84.23  439.7  6.7e-132 metacaspase-1 [EC:3.4.22.-]
* Pn17.970            K03115  108.33  320.8     1e-95 casein kinase II subunit beta
* Pn17.967            K21444  226.80  316.3   1.9e-94 poly(rC)-binding protein 3/4
* Pn17.963            K00261  530.97  604.2  8.2e-182 glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]
* Pn17.961            K14977   81.50  447.9  9.5e-135 (S)-ureidoglycine aminohydrolase [EC:3.5.3.26]
* Pn17.960            K22684   84.23  436.7  5.4e-131 metacaspase-1 [EC:3.4.22.-]
* Pn17.959            K03260  113.87  211.7   7.9e-63 translation initiation factor 4G
* Pn17.957            K03115  108.33  451.2  3.1e-135 casein kinase II subunit beta
* Pn17.955            K14977   81.50  448.5  6.7e-135 (S)-ureidoglycine aminohydrolase [EC:3.5.3.26]
* Pn17.954            K14977   81.50  287.4   6.2e-86 (S)-ureidoglycine aminohydrolase [EC:3.5.3.26]
* Pn17.953            K00261  530.97  604.2  8.2e-182 glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]
* Pn17.949            K21444  226.80  314.8   5.6e-94 poly(rC)-binding protein 3/4
* Pn17.947            K22071  204.10  257.2   8.7e-77 ferredoxin-2, mitochondrial
* Pn17.944            K21889  129.60  359.0  9.4e-108 Bax inhibitor 1
* Pn17.943            K01114  133.97  457.3  5.6e-137 phospholipase C [EC:3.1.4.3]
* Pn17.935            K12493  190.43  344.0  1.2e-102 ADP-ribosylation factor GTPase-activating protein 2/3
* Pn17.934            K13422  169.07  720.7  7.7e-217 transcription factor MYC2
* Pn17.934            K25801  116.93  139.4   5.8e-41 succinate dehydrogenase (ubiquinone) subunit 4
* Pn17.926            K16055  763.23 1073.4         0 trehalose 6-phosphate synthase/phosphatase [EC:2.4.1.15 3.1.3.12]
* Pn17.926            K00697  525.37  527.0  3.9e-158 trehalose 6-phosphate synthase [EC:2.4.1.15 2.4.1.347]
* Pn17.914            K13422  169.07  717.3  8.6e-216 transcription factor MYC2
* Pn17.914            K25801  116.93  139.4   5.8e-41 succinate dehydrogenase (ubiquinone) subunit 4
* Pn17.907            K16055  763.23 1071.2         0 trehalose 6-phosphate synthase/phosphatase [EC:2.4.1.15 3.1.3.12]
* Pn17.893            K18735  136.00  340.3  8.8e-102 protein SMG9
* Pn17.878            K06685   39.07  426.9  1.8e-128 MOB kinase activator 1
* Pn17.858            K08829  393.03  589.3  1.7e-177 male germ cell-associated kinase [EC:2.7.11.22]
* Pn17.855            K22048  247.70  888.6  3.7e-267 mechanosensitive ion channel protein 4/5/6/7/8/9/10
* Pn17.851            K08829  393.03  536.3    2e-161 male germ cell-associated kinase [EC:2.7.11.22]
* Pn17.849            K22048  247.70  984.1  5.5e-296 mechanosensitive ion channel protein 4/5/6/7/8/9/10
* Pn17.838            K23280  343.57  599.7  2.1e-180 rhamnogalacturonan I rhamnosyltransferase [EC:2.4.1.351]
* Pn17.835            K00218  263.83  630.2  8.6e-190 protochlorophyllide reductase [EC:1.3.1.33]
* Pn17.834            K12855  222.57  239.9   2.2e-71 pre-mRNA-processing factor 6
* Pn17.828            K01934   93.27  219.1   3.7e-65 5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]
* Pn17.826            K20628  126.20  156.5   4.4e-46 expansin
* Pn17.824            K03671  107.90  149.2   7.5e-44 thioredoxin 1
* Pn17.823            K10666   78.37  149.3   5.2e-44 E3 ubiquitin-protein ligase RNF5 [EC:2.3.2.27]
* Pn17.819            K08829  393.03  590.5  7.3e-178 male germ cell-associated kinase [EC:2.7.11.22]
* Pn17.815            K22048  247.70  884.0  8.8e-266 mechanosensitive ion channel protein 4/5/6/7/8/9/10
* Pn17.788            K08829  393.03  588.8  2.3e-177 male germ cell-associated kinase [EC:2.7.11.22]
* Pn17.786            K22048  247.70  980.1  8.6e-295 mechanosensitive ion channel protein 4/5/6/7/8/9/10
* Pn17.774            K00218  263.83  628.9  2.2e-189 protochlorophyllide reductase [EC:1.3.1.33]
* Pn17.768            K01934   93.27  219.3   3.4e-65 5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]
* Pn17.766            K20628  126.20  143.2   4.7e-42 expansin
* Pn17.763            K03671  107.90  141.9   1.3e-41 thioredoxin 1
* Pn17.762            K10666   78.37  149.9   3.4e-44 E3 ubiquitin-protein ligase RNF5 [EC:2.3.2.27]
* Pn17.758            K15333  130.53  190.0   2.3e-56 tRNA guanosine-2'-O-methyltransferase [EC:2.1.1.34]
* Pn17.753            K15377  519.97  554.5  1.9e-166 solute carrier family 44 (choline transporter-like protein), member 2/4/5
* Pn17.751            K03873   50.77  101.5   2.3e-29 elongin-B
* Pn17.750            K08238  316.33  679.3  9.8e-205 xyloglucan 6-xylosyltransferase [EC:2.4.2.39]
