# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* Pn4.689             K04125  280.67  303.4   1.6e-90 gibberellin 2beta-dioxygenase [EC:1.14.11.13]
* Pn4.690             K01527   49.80  303.5   1.5e-90 nascent polypeptide-associated complex subunit beta
* Pn4.691             K10770  295.27  391.1  4.5e-117 alkylated DNA repair protein alkB homolog 8 [EC:1.14.11.- 2.1.1.229]
* Pn4.697             K14315   63.10  262.9   3.2e-78 nucleoporin NDC1
* Pn4.700             K25058  203.20  644.5    1e-193 cactin
* Pn4.704             K07889  276.00  354.0  2.3e-106 Ras-related protein Rab-5C
* Pn4.707             K23618  885.13  971.7  4.2e-293 acyl-activating enzyme 11/12 [EC:6.2.1.2 6.2.1.-]
* Pn4.715             K00695  635.93 1443.2         0 sucrose synthase [EC:2.4.1.13]
* Pn4.716             K11593  433.27 1408.3         0 eukaryotic translation initiation factor 2C
* Pn4.719             K11254   52.73  276.0   1.3e-82 histone H4
* Pn4.725             K02941  197.80  614.2  7.7e-185 large subunit ribosomal protein LP0
* Pn4.726             K00767  245.30  414.3  2.6e-124 nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]
* Pn4.730             K13412  534.20  812.6  8.9e-245 calcium-dependent protein kinase [EC:2.7.11.1]
* Pn4.731             K08472  160.90  746.1  9.8e-225 mlo protein
* Pn4.733             K14771  111.93  196.3   4.2e-58 U3 small nucleolar RNA-associated protein 19
* Pn4.742             K19366   91.33  263.3   2.3e-78 spartin
* Pn4.743             K13091  259.53  645.2  4.6e-194 RNA-binding protein 23/39
* Pn4.747             K05658  913.93 1651.8         0 ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:7.6.2.2]
* Pn4.753             K10590  891.77 1705.4         0 E3 ubiquitin-protein ligase TRIP12 [EC:2.3.2.26]
* Pn4.755             K15893  484.57  794.8  4.7e-240 glycerate dehydrogenase [EC:1.1.1.29]
* Pn4.757             K14432   81.97  159.1   9.8e-47 ABA responsive element binding factor
* Pn4.759             K03033  199.57  743.8  8.9e-224 26S proteasome regulatory subunit N3
* Pn4.769             K06228  387.57  562.9  9.5e-169 fused [EC:2.7.11.1]
* Pn4.773             K01102  188.10  410.2  5.1e-123 pyruvate dehydrogenase phosphatase [EC:3.1.3.43]
* Pn4.776             K13091  259.53  640.4  1.3e-192 RNA-binding protein 23/39
* Pn4.779             K00472  165.33  334.2  7.6e-100 prolyl 4-hydroxylase [EC:1.14.11.2]
* Pn4.789             K12897  127.03  158.8   1.2e-46 transformer-2 protein
* Pn4.809             K20557  124.67  241.2   9.4e-72 transcription factor VIP1
* Pn4.814             K06934   42.20   48.1   3.7e-13 uncharacterized protein
* Pn4.815             K00432   50.63  124.9     2e-36 glutathione peroxidase [EC:1.11.1.9]
* Pn4.819             K00432   50.63  303.6   1.2e-90 glutathione peroxidase [EC:1.11.1.9]
* Pn4.821             K03094   60.53  120.3   4.2e-35 S-phase kinase-associated protein 1
* Pn4.831             K20717  735.13 1165.3         0 mitogen-activated protein kinase kinase kinase YODA [EC:2.7.11.25]
* Pn4.833             K15436  568.73  908.6  2.5e-273 transportin-3
* Pn4.837             K23960  181.47  620.1  1.2e-186 mRNA m6A methyltransferase non-catalytic subunit
* Pn4.842             K03036  258.53  279.4   3.6e-83 26S proteasome regulatory subunit N6
* Pn4.846             K13034  638.10  670.1  3.1e-202 L-3-cyanoalanine synthase/ cysteine synthase [EC:2.5.1.47 4.4.1.9]
* Pn4.846             K01738  426.60  465.5  8.4e-140 cysteine synthase [EC:2.5.1.47]
* Pn4.849             K04683  139.33  386.9  7.3e-116 transcription factor Dp-1
* Pn4.850             K13096  101.67  307.8   8.1e-92 splicing factor 4
* Pn4.857             K02978   29.03  105.1   1.8e-30 small subunit ribosomal protein S27e
* Pn4.859             K13525  825.10 1385.0         0 transitional endoplasmic reticulum ATPase
* Pn4.863             K04077  136.20  793.8  1.1e-238 chaperonin GroEL
* Pn4.864             K05658  913.93 1644.3         0 ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:7.6.2.2]
* Pn4.867             K02865  152.40  311.3   2.5e-93 large subunit ribosomal protein L10Ae
* Pn4.873             K09286   88.90  152.9   5.3e-45 EREBP-like factor
* Pn4.875             K09286   88.90  145.2   1.2e-42 EREBP-like factor
* Pn4.876             K14516  204.43  288.1     4e-86 ethylene-responsive transcription factor 1
* Pn4.876             K09286   88.90  148.8   9.4e-44 EREBP-like factor
* Pn4.884             K14497  293.03  455.7  7.8e-137 protein phosphatase 2C [EC:3.1.3.16]
* Pn4.889             K11673  267.17  480.6    5e-144 actin-related protein 8
* Pn4.894             K09874  239.47  373.9  4.8e-112 aquaporin NIP
* Pn4.896             K14327  165.43 1301.3         0 regulator of nonsense transcripts 2
* Pn4.896             K02933  107.87  116.6   5.7e-34 large subunit ribosomal protein L6
* Pn4.897             K01695   86.47  189.5   3.8e-56 tryptophan synthase alpha chain [EC:4.2.1.20]
* Pn4.898             K01695   86.47  176.4   3.6e-52 tryptophan synthase alpha chain [EC:4.2.1.20]
* Pn4.905             K23569   55.73  145.4   8.3e-43 ER membrane protein complex subunit 8/9
* Pn4.908             K10798  411.43  568.9  8.7e-171 poly [ADP-ribose] polymerase 2/3/4 [EC:2.4.2.30]
* Pn4.908             K01373  406.17  408.3  1.3e-122 cathepsin F [EC:3.4.22.41]
* Pn4.909             K02154  431.53 1190.7         0 V-type H+-transporting ATPase subunit a
* Pn4.911             K05282  301.97  597.6  5.1e-180 gibberellin-44 dioxygenase [EC:1.14.11.12]
* Pn4.912             K16251 1723.10 2209.1         0 DNA-directed RNA polymerase V subunit 1 [EC:2.7.7.6]
* Pn4.919             K15296  115.57  410.6  3.9e-123 alpha-soluble NSF attachment protein
* Pn4.930             K12349  152.83  160.7   1.7e-47 neutral ceramidase [EC:3.5.1.23]
* Pn4.932             K12349  152.83  205.6   4.5e-61 neutral ceramidase [EC:3.5.1.23]
* Pn4.934             K05863  231.57  473.5  3.8e-142 solute carrier family 25 (mitochondrial adenine nucleotide translocator), member 4/5/6/31
* Pn4.950             K22522   75.87  440.5  1.9e-132 cytokinin riboside 5'-monophosphate phosphoribohydrolase [EC:3.2.2.-]
* Pn4.952             K00981   47.63  273.6   1.4e-81 phosphatidate cytidylyltransferase [EC:2.7.7.41]
* Pn4.956             K03537   51.27  165.0   7.8e-49 ribonuclease P/MRP protein subunit POP5 [EC:3.1.26.5]
* Pn4.965             K00700  287.97  847.2  5.8e-255 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]
* Pn4.91              K17686  804.83 1172.8         0 P-type Cu+ transporter [EC:7.2.2.8]
* Pn4.83              K13667   91.27  199.9     3e-59 EGF-domain serine glucosyl/xylosyltransferase [EC:2.4.1.376 2.4.2.63]
* Pn4.79              K24926  170.03  291.6   2.7e-87 tetratricopeptide repeat protein 1
* Pn4.78              K14397  105.13  403.5  2.1e-121 cleavage and polyadenylation specificity factor subunit 5
* Pn4.75              K01962  412.23  647.2  8.2e-195 acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]
* Pn4.72              K09422  126.07  287.7   6.6e-86 transcription factor MYB, plant
* Pn4.68              K00895  235.27  988.0  1.3e-297 diphosphate-dependent phosphofructokinase [EC:2.7.1.90]
* Pn4.60              K13448  141.30  155.3   1.1e-45 calcium-binding protein CML
* Pn4.59              K09659   47.73  119.5     5e-35 dolichol-phosphate mannosyltransferase subunit 3
* Pn4.979             K15397  182.80  252.6   3.4e-75 3-ketoacyl-CoA synthase [EC:2.3.1.199]
* Pn4.985             K02917   33.77  218.0   3.5e-65 large subunit ribosomal protein L35Ae
* Pn4.988             K01051   76.27  469.5  4.9e-141 pectinesterase [EC:3.1.1.11]
* Pn4.989             K25507  128.27  213.8   1.6e-63 high mobility group B protein, plant
* Pn4.990             K19045  129.70  266.1   2.7e-79 E3 ubiquitin-protein ligase BIG BROTHER and related proteins [EC:2.3.2.27]
* Pn4.999             K00475  448.80  679.2    4e-205 naringenin 3-dioxygenase [EC:1.14.11.9]
* Pn4.1000            K04567  317.87  888.4  2.7e-267 lysyl-tRNA synthetase, class II [EC:6.1.1.6]
* Pn4.1004            K11827  222.63  301.6   1.5e-90 AP-2 complex subunit sigma-1
* Pn4.1010            K06620  360.57  372.0  2.8e-111 transcription factor E2F3
* Pn4.1011            K17338  137.30  163.0   4.5e-48 receptor expression-enhancing protein 1/2/3/4
* Pn4.1015            K14488   34.97  109.1   1.7e-31 SAUR family protein
* Pn4.1018            K14488   34.97  145.4   1.5e-42 SAUR family protein
* Pn4.1019            K14488   34.97  108.5   2.7e-31 SAUR family protein
* Pn4.1021            K14488   34.97  109.2   1.5e-31 SAUR family protein
* Pn4.1024            K17686  804.83 1177.0         0 P-type Cu+ transporter [EC:7.2.2.8]
* Pn4.1025            K13466  817.87 1013.1         0 EIX receptor 1/2
* Pn4.1031            K13466  817.87  864.6    4e-260 EIX receptor 1/2
* Pn4.1036            K13667   91.27  198.9   5.9e-59 EGF-domain serine glucosyl/xylosyltransferase [EC:2.4.1.376 2.4.2.63]
* Pn4.1040            K24926  170.03  291.3   3.4e-87 tetratricopeptide repeat protein 1
* Pn4.1041            K14397  105.13  403.5  2.1e-121 cleavage and polyadenylation specificity factor subunit 5
* Pn4.1043            K01962  412.23  647.3  7.4e-195 acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]
* Pn4.1044            K12614  436.73  917.8  7.4e-277 ATP-dependent RNA helicase DDX6/DHH1 [EC:3.6.4.13]
* Pn4.1046            K09422  126.07  287.7   6.4e-86 transcription factor MYB, plant
* Pn4.1050            K00895  235.27  989.2  5.7e-298 diphosphate-dependent phosphofructokinase [EC:2.7.1.90]
* Pn4.1055            K13448  141.30  153.4     4e-45 calcium-binding protein CML
* Pn4.1056            K09659   47.73  147.3   1.4e-43 dolichol-phosphate mannosyltransferase subunit 3
* Pn4.1063            K17497   73.80  436.4    4e-131 phosphomannomutase [EC:5.4.2.8]
* Pn4.1066            K25380  234.07  638.4  4.5e-192 zinc metalloprotease EGY, chloroplastic [EC:3.4.24.-]
* Pn4.1074            K09490 1116.63 1305.1         0 endoplasmic reticulum chaperone BiP [EC:3.6.4.10]
* Pn4.1075            K10666   78.37  130.7   2.5e-38 E3 ubiquitin-protein ligase RNF5 [EC:2.3.2.27]
* Pn4.1077            K07390   88.27  167.6   2.5e-49 monothiol glutaredoxin
* Pn4.1079            K08472  160.90  639.2  2.2e-192 mlo protein
* Pn4.1080            K14537  371.37  843.6  7.5e-254 nuclear GTP-binding protein
* Pn4.1082            K00558  159.37  287.7   4.9e-86 DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
* Pn4.1085            K04712  152.50  538.6  5.5e-162 sphingolipid 4-desaturase/C4-monooxygenase [EC:1.14.19.17 1.14.18.5]
* Pn4.1089            K20310   61.10  456.0  6.2e-137 trafficking protein particle complex subunit 13
* Pn4.1100            K10717  619.73  866.3  3.2e-261 cytokinin trans-hydroxylase
* Pn4.1102            K19996  113.70  473.9  2.9e-142 phosphatidylinositol transfer protein SFH5
* Pn4.1105            K15285  201.97  308.0   3.9e-92 solute carrier family 35, member E3
* Pn4.1108            K17087  716.80 1055.0         0 transmembrane 9 superfamily member 3
* Pn4.1112            K03965   49.80  175.5   6.5e-52 NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 9
* Pn4.1115            K03327  104.53  584.0  2.7e-175 multidrug resistance protein, MATE family
* Pn4.1121            K03327  104.53  588.1  1.5e-176 multidrug resistance protein, MATE family
* Pn4.1122            K00547  261.70  430.5  2.5e-129 homocysteine S-methyltransferase [EC:2.1.1.10]
* Pn4.1124            K11437  426.13  633.5  2.1e-190 type I protein arginine methyltransferase [EC:2.1.1.319]
* Pn4.1131            K06276  370.13  519.7  4.5e-156 3-phosphoinositide dependent protein kinase-1 [EC:2.7.11.1]
* Pn4.1134            K06174  231.67 1252.7         0 ATP-binding cassette, sub-family E, member 1
* Pn4.1135            K15707   70.13  221.6   5.4e-66 E3 ubiquitin-protein ligase RNF170 [EC:2.3.2.27]
* Pn4.1137            K14407  102.00  307.7     9e-92 cleavage stimulation factor subunit 2
* Pn4.1139            K09422  126.07  268.0   6.2e-80 transcription factor MYB, plant
* Pn4.1147            K00419   41.30   99.2   7.5e-29 ubiquinol-cytochrome c reductase subunit 9
* Pn4.1149            K00950   44.93  124.9   1.6e-36 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]
* Pn4.1150            K14525   48.30  135.8   9.7e-40 ribonucleases P/MRP protein subunit RPP25 [EC:3.1.26.5]
* Pn4.1151            K09286   88.90  173.0     4e-51 EREBP-like factor
* Pn4.1152            K10807 1542.20 1603.9         0 ribonucleoside-diphosphate reductase subunit M1 [EC:1.17.4.1]
* Pn4.1152            K00525   98.67  680.2  1.6e-204 ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]
* Pn4.1155            K25819  699.87 1638.7         0 ATP-binding cassette, subfamily D (ALD), peroxisomal ABC transporter [EC:7.6.2.4]
* Pn4.1159            K11000 1020.53 2958.3         0 callose synthase [EC:2.4.1.-]
* Pn4.1159            K00706  909.73  935.1  3.9e-281 1,3-beta-glucan synthase [EC:2.4.1.34]
* Pn4.1163            K02925  315.27  529.4  4.9e-159 large subunit ribosomal protein L3e
* Pn4.1170            K01051   76.27  440.1  4.2e-132 pectinesterase [EC:3.1.1.11]
* Pn4.1171            K15280  196.47  202.9   3.1e-60 solute carrier family 35, member C2
* Pn4.1172            K03138  102.83  178.9   7.3e-53 transcription initiation factor TFIIF subunit alpha
* Pn4.1187            K22075   82.00   93.1   7.2e-27 BolA-like protein 3
* Pn4.1187            K05527   69.00   90.1   6.3e-26 BolA family transcriptional regulator, general stress-responsive regulator
* Pn4.1188            K19040  148.33  250.4   9.8e-75 E3 ubiquitin-protein ligase ATL10/75/76/77/78 [EC:2.3.2.27]
* Pn4.1189            K08331   49.67  290.6   1.6e-86 autophagy-related protein 13
* Pn4.1193            K20725   55.17  242.2   4.2e-72 MAP kinase substrate 1
* Pn4.1197            K00924  377.63  380.0  1.1e-113 kinase [EC:2.7.1.-]
* Pn4.1202            K08857  492.27  524.2  3.1e-157 NIMA (never in mitosis gene a)-related kinase 1/4/5 [EC:2.7.11.1]
* Pn4.1210            K01051   76.27  439.5  6.4e-132 pectinesterase [EC:3.1.1.11]
* Pn4.1211            K15280  196.47  202.9   3.1e-60 solute carrier family 35, member C2
* Pn4.1213            K03138  102.83  121.3   1.9e-35 transcription initiation factor TFIIF subunit alpha
* Pn4.1231            K22075   82.00   93.1   7.2e-27 BolA-like protein 3
* Pn4.1231            K05527   69.00   90.1   6.3e-26 BolA family transcriptional regulator, general stress-responsive regulator
* Pn4.1232            K19040  148.33  249.3   2.2e-74 E3 ubiquitin-protein ligase ATL10/75/76/77/78 [EC:2.3.2.27]
* Pn4.1233            K08331   49.67  290.7   1.4e-86 autophagy-related protein 13
* Pn4.1235            K08867  273.07  543.7  3.3e-163 WNK lysine deficient protein kinase [EC:2.7.11.1]
* Pn4.1238            K20725   55.17  242.7     3e-72 MAP kinase substrate 1
* Pn4.1245            K00924  377.63  380.0    1e-113 kinase [EC:2.7.1.-]
* Pn4.1249            K08857  492.27  524.6  2.3e-157 NIMA (never in mitosis gene a)-related kinase 1/4/5 [EC:2.7.11.1]
* Pn4.1258            K10880  229.87  302.6   2.3e-90 DNA-repair protein XRCC3
* Pn4.1260            K17338  137.30  171.4   1.3e-50 receptor expression-enhancing protein 1/2/3/4
* Pn4.1264            K06620  360.57  499.1  8.4e-150 transcription factor E2F3
* Pn4.1265            K17991  117.70  363.6  4.5e-109 peroxygenase [EC:1.11.2.3]
* Pn4.1271            K13448  141.30  189.2   5.1e-56 calcium-binding protein CML
* Pn4.1277            K14312  217.60 1134.8         0 nuclear pore complex protein Nup155
* Pn4.1280            K14491  165.47  522.1    1e-156 two-component response regulator ARR-B family
* Pn4.1282            K11699  136.07 1114.3         0 RNA-dependent RNA polymerase [EC:2.7.7.48]
* Pn4.1291            K12881   94.37  292.3   2.6e-87 THO complex subunit 4
* Pn4.1293            K25108  442.83  479.6  1.6e-144 licheninase [EC:3.2.1.73]
* Pn4.1293            K07541   59.73  126.5   5.7e-37 GPI mannosyltransferase 1 subunit X
* Pn4.1294            K11665 1152.10 1458.1         0 chromatin-remodeling ATPase INO80 [EC:5.6.2.-]
* Pn4.1295            K00279  240.23  816.8  6.3e-246 cytokinin dehydrogenase [EC:1.5.99.12]
* Pn4.1298            K12662  240.70  677.6    7e-204 U4/U6 small nuclear ribonucleoprotein PRP4
* Pn4.1299            K13146  188.43  635.3    6e-191 integrator complex subunit 9
* Pn4.1303            K01070  148.03  539.1  7.5e-162 S-formylglutathione hydrolase [EC:3.1.2.12]
* Pn4.1316            K03834  316.90  613.1  1.5e-184 tyrosine-specific transport protein
* Pn4.1317            K03844  155.83  699.8  1.8e-210 alpha-1,2-mannosyltransferase [EC:2.4.1.131]
* Pn4.1318            K15333  130.53  162.6   4.4e-48 tRNA guanosine-2'-O-methyltransferase [EC:2.1.1.34]
* Pn4.1319            K15333  130.53  150.2   2.3e-44 tRNA guanosine-2'-O-methyltransferase [EC:2.1.1.34]
* Pn4.1321            K03844  155.83  565.6  6.7e-170 alpha-1,2-mannosyltransferase [EC:2.4.1.131]
* Pn4.1323            K15333  130.53  160.0   2.6e-47 tRNA guanosine-2'-O-methyltransferase [EC:2.1.1.34]
* Pn4.1325            K15333  130.53  156.1   3.8e-46 tRNA guanosine-2'-O-methyltransferase [EC:2.1.1.34]
* Pn4.1328            K13946  320.33  927.6  7.3e-280 auxin influx carrier (AUX1 LAX family)
* Pn4.1339            K11789  273.17 1326.1         0 DDB1- and CUL4-associated factor 1 [EC:2.7.11.1]
* Pn4.1341            K10879  133.30  229.0   3.6e-68 DNA-repair protein XRCC2
* Pn4.1345            K03542   97.77  406.9  1.3e-122 photosystem II 22kDa protein
* Pn4.1349            K06975   43.67   84.9   2.5e-24 uncharacterized protein
* Pn4.1353            K02221   22.63   68.9   2.2e-19 YggT family protein
* Pn4.1358            K16912   61.93  303.8   1.4e-90 ribosomal biogenesis protein LAS1
* Pn4.4               K03781   74.63  181.6   1.3e-53 catalase [EC:1.11.1.6]
* Pn4.11              K14432   81.97  318.1   5.3e-95 ABA responsive element binding factor
* Pn4.12              K02469 1034.87 1065.5         0 DNA gyrase subunit A [EC:5.6.2.2]
* Pn4.21              K23678   93.30  309.5   1.3e-92 solute carrier family 66 (lysosomal lysine-arginine transporter), member 1
* Pn4.22              K14950  692.80 1710.3         0 manganese-transporting P-type ATPase [EC:7.2.2.-]
* Pn4.24              K03188   67.93  252.6   3.1e-75 urease accessory protein
* Pn4.26              K09422  126.07  245.2   5.4e-73 transcription factor MYB, plant
* Pn4.27              K13347  182.00  262.9     2e-78 peroxisomal membrane protein 2
* Pn4.27              K13348  173.77  182.8   3.8e-54 protein Mpv17
* Pn4.28              K24405  783.13  818.9  1.6e-246 [histone H3]-lysine9 N-dimethyltransferase [EC:2.1.1.368]
* Pn4.29              K09522  179.30  652.1  4.6e-196 DnaJ homolog subfamily C member 2
* Pn4.32              K10583  193.90  328.3   2.2e-98 ubiquitin-conjugating enzyme E2 S [EC:2.3.2.23]
* Pn4.33              K02183  200.47  330.4   3.7e-99 calmodulin
* Pn4.33              K13448  141.30  193.1   3.2e-57 calcium-binding protein CML
* Pn70.2              K01580  397.80  558.7  7.8e-168 glutamate decarboxylase [EC:4.1.1.15]
* Pn70.3              K01580  397.80  529.9  4.1e-159 glutamate decarboxylase [EC:4.1.1.15]
* Pn70.4              K14638  384.90  908.8  1.3e-273 solute carrier family 15 (peptide/histidine transporter), member 3/4
* Pn70.5              K01580  397.80  537.4  2.3e-161 glutamate decarboxylase [EC:4.1.1.15]
* Pn70.8              K02183  200.47  327.2   3.6e-98 calmodulin
* Pn70.8              K13448  141.30  192.5   4.9e-57 calcium-binding protein CML
* Pn70.10             K16732  123.33  444.5  4.1e-133 Ase1/PRC1/MAP65 family protein
* Pn70.12             K01054  174.53  339.3  1.1e-101 acylglycerol lipase [EC:3.1.1.23]
* Pn70.14             K01889  106.80  242.6   4.3e-72 phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]
* Pn70.17             K10767  160.70  235.9   4.1e-70 mRNA N6-methyladenine demethylase [EC:1.14.11.53]
* Pn4.1374            K18643  208.37  232.0   6.8e-69 katanin p80 WD40 repeat-containing subunit B1
* Pn4.1381            K03070  338.43  801.2    6e-241 preprotein translocase subunit SecA [EC:7.4.2.8]
* Pn4.1387            K06173  218.20  239.5   3.7e-71 tRNA pseudouridine38-40 synthase [EC:5.4.99.12]
* Pn4.1390            K16315   76.20  454.2  3.7e-136 serine/threonine-protein kinase haspin [EC:2.7.11.1]
* Pn4.1391            K13436  411.27  700.2  1.1e-210 pto-interacting protein 1 [EC:2.7.11.1]
* Pn4.1393            K07574   36.83   41.4   5.7e-11 RNA-binding protein
* Pn4.1394            K00789   17.40  697.2  7.8e-210 S-adenosylmethionine synthetase [EC:2.5.1.6]
* Pn4.1397            K15446  120.53  413.6  5.8e-124 tRNA:m4X modification enzyme [EC:2.1.1.225]
* Pn4.1397            K11188  349.17  377.2  2.6e-113 peroxiredoxin 6 [EC:1.11.1.7 1.11.1.27 3.1.1.-]
* Pn4.1405            K09422  126.07  238.7   5.1e-71 transcription factor MYB, plant
* Pn4.1413            K03377   48.23  629.3  7.1e-189 N-acetylneuraminate 9-O-acetyltransferase [EC:2.3.1.45]
* Pn4.1414            K14376   98.97  405.9  1.4e-121 poly(A) polymerase [EC:2.7.7.19]
* Pn4.1427            K12345  122.97  303.5   1.4e-90 3-oxo-5-alpha-steroid 4-dehydrogenase 3 / polyprenol reductase [EC:1.3.1.22 1.3.1.94]
* Pn4.1428            K03857  250.20  712.8  2.9e-214 phosphatidylinositol N-acetylglucosaminyltransferase subunit A [EC:2.4.1.198]
* Pn4.1429            K01051   76.27   82.5   9.7e-24 pectinesterase [EC:3.1.1.11]
* Pn4.1432            K09422  126.07  238.8   4.7e-71 transcription factor MYB, plant
* Pn4.1440            K03377   48.23  626.4  5.2e-188 N-acetylneuraminate 9-O-acetyltransferase [EC:2.3.1.45]
* Pn4.1441            K14376   98.97  406.0  1.4e-121 poly(A) polymerase [EC:2.7.7.19]
* Pn4.1455            K12345  122.97  306.4   1.8e-91 3-oxo-5-alpha-steroid 4-dehydrogenase 3 / polyprenol reductase [EC:1.3.1.22 1.3.1.94]
* Pn4.1457            K03857  250.20  810.3  8.7e-244 phosphatidylinositol N-acetylglucosaminyltransferase subunit A [EC:2.4.1.198]
* Pn4.1469            K14400  180.70  355.4  2.5e-106 pre-mRNA cleavage complex 2 protein Pcf11
* Pn4.1471            K10578  213.47  361.9  2.2e-108 ubiquitin-conjugating enzyme E2 J1 [EC:2.3.2.23]
* Pn4.1474            K08675 1152.33 1402.6         0 ATP-dependent Lon protease [EC:3.4.21.53]
* Pn4.1474            K01338  840.67  847.7  5.3e-255 ATP-dependent Lon protease [EC:3.4.21.53]
* Pn4.1477            K00787  146.13  521.3  5.8e-157 farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]
* Pn4.1484            K17491   96.37  820.9  6.9e-247 protein phosphatase 4 regulatory subunit 3
* Pn4.1485            K03127   85.50  186.8     2e-55 transcription initiation factor TFIID subunit 13
* Pn4.1491            K20893  425.63  489.9  1.6e-147 probable galacturonosyltransferase-like 1 [EC:2.4.1.-]
* Pn4.1494            K01874  201.43  850.2  7.6e-256 methionyl-tRNA synthetase [EC:6.1.1.10]
* Pn4.1495            K15042  655.90  777.3  6.5e-234 importin subunit alpha-6/7
* Pn4.1496            K01051   76.27  527.2  1.6e-158 pectinesterase [EC:3.1.1.11]
* Pn4.1497            K01051   76.27  486.7  3.1e-146 pectinesterase [EC:3.1.1.11]
* Pn4.1499            K01179   21.90  323.0   2.6e-96 endoglucanase [EC:3.2.1.4]
* Pn4.1500            K00695  635.93 1292.3         0 sucrose synthase [EC:2.4.1.13]
* Pn4.1503            K01213  513.57  533.8  1.9e-160 galacturan 1,4-alpha-galacturonidase [EC:3.2.1.67]
* Pn4.1503            K01184  446.20  454.0  2.6e-136 polygalacturonase [EC:3.2.1.15]
* Pn4.1511            K15333  130.53  153.3   2.6e-45 tRNA guanosine-2'-O-methyltransferase [EC:2.1.1.34]
* Pn4.1512            K01557  253.10  389.2  3.9e-117 acylpyruvate hydrolase [EC:3.7.1.5]
* Pn4.1514            K03327  104.53  444.7  3.3e-133 multidrug resistance protein, MATE family
* Pn4.1517            K10895  240.13  950.9  5.9e-286 fanconi anemia group I protein
* Pn4.1519            K02735  133.07  369.9  2.9e-111 20S proteasome subunit beta 3 [EC:3.4.25.1]
* Pn4.1520            K02987   93.37  227.0   1.8e-67 small subunit ribosomal protein S4e
* Pn4.1523            K10900  787.00  795.1  4.6e-239 werner syndrome ATP-dependent helicase [EC:5.6.2.4]
* Pn4.1529            K03691   73.10  186.8   3.7e-55 peptide-O-fucosyltransferase [EC:2.4.1.221]
* Pn4.1532            K14157  559.53  834.9  3.8e-251 alpha-aminoadipic semialdehyde synthase [EC:1.5.1.8 1.5.1.9]
* Pn4.1540            K14157  559.53 1213.6         0 alpha-aminoadipic semialdehyde synthase [EC:1.5.1.8 1.5.1.9]
* Pn4.1541            K01051   76.27  498.1  1.1e-149 pectinesterase [EC:3.1.1.11]
* Pn4.1542            K01051   76.27  471.7  1.1e-141 pectinesterase [EC:3.1.1.11]
* Pn4.1543            K01051   76.27  500.6  1.9e-150 pectinesterase [EC:3.1.1.11]
* Pn4.1545            K01051   76.27  501.0  1.4e-150 pectinesterase [EC:3.1.1.11]
* Pn4.1546            K00814  261.17  816.3  1.2e-245 alanine transaminase [EC:2.6.1.2]
* Pn4.1547            K02729  299.97  504.8  4.5e-152 20S proteasome subunit alpha 5 [EC:3.4.25.1]
* Pn4.1549            K03239  249.80  587.7  1.3e-176 translation initiation factor eIF-2B subunit alpha
* Pn4.1550            K00695  635.93 1404.9         0 sucrose synthase [EC:2.4.1.13]
* Pn4.1552            K02998  212.43  488.8  3.7e-147 small subunit ribosomal protein SAe
* Pn4.1553            K22913  408.93 1009.4  1.3e-303 phosphatidylinositol 3,5-bisphosphate 5-phosphatase [EC:3.1.3.-]
* Pn4.1556            K07052   32.93   51.1   4.4e-14 CAAX protease family protein
* Pn4.1559            K14488   34.97  128.0   2.9e-37 SAUR family protein
* Pn4.1561            K02078   40.00   84.6   4.6e-24 acyl carrier protein
* Pn4.1563            K09458  469.33  623.4  1.8e-187 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
* Pn4.1565            K04078   24.43  233.5   8.7e-70 chaperonin GroES
* Pn4.1568            K09458  469.33  597.9  9.1e-180 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
* Pn4.1570            K04078   24.43  232.6   1.6e-69 chaperonin GroES
* Pn4.1574            K13201  210.27  447.5  3.3e-134 nucleolysin TIA-1/TIAR
* Pn4.1578            K13464   34.33  186.6   4.1e-55 jasmonate ZIM domain-containing protein
* Pn4.1583            K09705   32.70  213.5   2.2e-63 uncharacterized protein
* Pn4.1588            K01179   21.90  299.2   4.2e-89 endoglucanase [EC:3.2.1.4]
* Pn4.1596            K06685   39.07  234.7     6e-70 MOB kinase activator 1
* Pn4.1603            K00279  240.23  703.6  1.1e-211 cytokinin dehydrogenase [EC:1.5.99.12]
* Pn4.1607            K07466  108.83  582.8  3.7e-175 replication factor A1
* Pn4.1611            K08064   52.57  207.2     2e-61 nuclear transcription factor Y, alpha
