,Orthogroup.ID,AHRD.Descriptions,TAIR.Gene.s..Descriptions,Pfam.Domains,GO.Molecular.Functions,GO.Biological.Processes,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Pn44.11,4324,Eukaryotic aspartyl protease family protein [1.000],Eukaryotic aspartyl protease family protein,TAXi_C (PF14541) [0.971] | TAXi_N (PF14543) [0.941],NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,952.158500026316,-7.25107459697812,0.568721882040068,208.075039318084,7.58929989546729E-45,2.22583182722994E-43
Pn23.268,95,Terpenoid cyclases/Protein prenyltransferases superfamily protein [0.797] | ATP-dependent Clp protease proteolytic subunit [0.091] | terpenoid synthase 13 [0.037] | ATP-dependent Clp protease proteolytic subunit 2 [0.017] | (E)-beta-farnesene synthase [0.008] | Terpenoid synthase 18 [0.008] | Terpenoid synthase 25 [0.008] | Terpenoid synthase 22 [0.004] | Terpenoid synthase 6 [0.004] | Terpenoid synthase 17 [0.004] | ATP-dependent Clp protease proteolytic subunit 1 [0.004] | Terpenoid synthase 20 [0.004] | Terpenoid synthase 30 [0.004] | Terpenoid synthase 19 [0.004] | Terpenoid synthase 29 [0.004],Terpenoid cyclases/Protein prenyltransferases superfamily protein | ATP-dependent caseinolytic (Clp) protease/crotonase family protein | terpene synthase 21,Terpene_synth_C (PF03936) [0.888] | Terpene_synth (PF01397) [0.838] | CLP_protease (PF00574) [0.116] | gag_pre-integrs (PF13976) [0.004] | UBN2 (PF14223) [0.004] | peroxidase (PF00141) [0.004],magnesium ion binding (GO:0000287) [0.888] | lyase activity (GO:0016829) [0.888] | terpene synthase activity (GO:0010333) [0.888] | peroxidase activity (GO:0004601) [0.004] | heme binding (GO:0020037) [0.004],metabolic process (GO:0008152) [0.838] | oxidation-reduction process (GO:0055114) [0.004] | response to oxidative stress (GO:0006979) [0.004],2328.09201035727,-4.56527602179159,0.377552914076014,204.932362899785,3.62536770056488E-44,1.02840663838849E-42
Pn1.362,1897,Ovarian cancer-associated gene 2 protein homolog [0.745] | INVOLVED IN: 10-formyltetrahydrofolate bi s in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [0.164] | UPF0483 protein [0.036] | calmodulin 5 [0.018] | alpha/beta-Hydrolases superfamily protein [0.018] | Family of serine hydrolases 2 [0.018],alpha/beta-Hydrolases superfamily protein,FSH1 (PF03959) [1.000] | EF-hand_7 (PF13499) [0.018],calcium ion binding (GO:0005509) [0.018],NULL / Representative annotation below 0.1%,283.972799998445,-6.76233494555036,0.616701902765014,203.471292832196,7.5003355305789E-44,2.09720382548629E-42
Pn18.1213,3839,"Acyl-CoA dehydrogenase [0.973] | Glutaryl-CoA dehydrogenase, mitochondrial [0.027]",acyl-CoA oxidase 4,Acyl-CoA_dh_1 (PF00441) [1.000] | Acyl-CoA_dh_N (PF02771) [1.000] | Acyl-CoA_dh_M (PF02770) [1.000],"oxidoreductase activity, acting on the CH-CH group of donors (GO:0016627) [1.000] | flavin adenine dinucleotide binding (GO:0050660) [1.000] | acyl-CoA dehydrogenase activity (GO:0003995) [1.000]",metabolic process (GO:0008152) [1.000] | oxidation-reduction process (GO:0055114) [1.000],2856.92488101107,-4.46734944253601,0.457777859486694,202.81841836984,1.03790947182459E-43,2.8771131939241E-42
Pn3.3824,11807,Unkown protein / Representative AHRD below 0.1%,Unkown protein(s) / No TAIR description(s),DUF868 (PF05910) [1.000],NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,35.0197061438639,-7.5397566487668,1.21285265208478,202.158971570866,1.44097426892871E-43,3.98215186480975E-42
Pn3.4001,27,pleiotropic drug resistance 12 [0.385] | pleiotropic drug resistance 9 [0.120] | pleiotropic drug resistance 6 [0.102] | pleiotropic drug resistance 11 [0.088] | pleiotropic drug resistance 7 [0.080] | pleiotropic drug resistance 3 [0.066] | pleiotropic drug resistance 4 [0.050] | pleiotropic drug resistance 1 [0.046] | Pentatricopeptide repeat-containing protein [0.032] | pleiotropic drug resistance 5 [0.012] | pleiotropic drug resistance 13 [0.010] | pleiotropic drug resistance 10 [0.006] | pleiotropic drug resistance 2 [0.004],ABC-2 and Plant PDR ABC-type transporter family protein | pleiotropic drug resistance 6 | Tetratricopeptide repeat (TPR)-like superfamily protein | pleiotropic drug resistance 11 | pleiotropic drug resistance 3 | pleiotropic drug resistance 9 | pleiotropic drug resistance 1 | pleiotropic drug resistance 10 | pleiotropic drug resistance 13 | pleiotropic drug resistance 2 | pleiotropic drug resistance 12 | pleiotropic drug resistance 4 | pleiotropic drug resistance 7 | pleiotropic drug resistance 5,ABC_tran (PF00005) [0.954] | ABC2_membrane (PF01061) [0.952] | PDR_assoc (PF08370) [0.894] | ABC_trans_N (PF14510) [0.768] | PPR (PF01535) [0.036] | PPR_2 (PF13041) [0.036] | PPR_3 (PF13812) [0.012] | AAA (PF00004) [0.006] | UBN2 (PF14223) [0.004] | PPR_1 (PF12854) [0.004] | rve (PF00665) [0.004] | gag_pre-integrs (PF13976) [0.002] | DUF1668 (PF07893) [0.002] | DUF4219 (PF13961) [0.002],ATP binding (GO:0005524) [0.954] | ATPase activity (GO:0016887) [0.954],DNA integration (GO:0015074) [0.004],2479.48895284007,-4.89698046843616,0.336647219976124,195.083387902501,4.86900361719189E-42,1.25677838633083E-40
Pn9.195,4354,CBL-interacting protein kinase 25 [0.529] | CBL-interacting protein kinase 5 [0.471],CBL-interacting protein kinase 5 | CBL-interacting protein kinase 25,NAF (PF03822) [1.000] | Pkinase (PF00069) [1.000] | Pkinase_Tyr (PF07714) [0.059] | CAF1 (PF04857) [0.029],ATP binding (GO:0005524) [1.000] | protein kinase activity (GO:0004672) [1.000],signal transduction (GO:0007165) [1.000] | protein phosphorylation (GO:0006468) [1.000],51.0365150586171,-5.53653330987242,0.661402543527453,192.518183525204,1.74430367980278E-41,4.39642703385587E-40
Pn13.2009,4220,myb domain protein 85 [0.457] | myb domain protein 42 [0.457] | myb domain protein 20 [0.057] | myb domain protein 40 [0.029],myb domain protein 42 | myb domain protein 85,Myb_DNA-binding (PF00249) [1.000],chromatin binding (GO:0003682) [1.000],NULL / Representative annotation below 0.1%,192.472073071489,-5.67933104165772,0.562465177709661,190.852820713811,3.99377720270146E-41,9.89427512937987E-40
Pn23.272,95,Terpenoid cyclases/Protein prenyltransferases superfamily protein [0.797] | ATP-dependent Clp protease proteolytic subunit [0.091] | terpenoid synthase 13 [0.037] | ATP-dependent Clp protease proteolytic subunit 2 [0.017] | (E)-beta-farnesene synthase [0.008] | Terpenoid synthase 18 [0.008] | Terpenoid synthase 25 [0.008] | Terpenoid synthase 22 [0.004] | Terpenoid synthase 6 [0.004] | Terpenoid synthase 17 [0.004] | ATP-dependent Clp protease proteolytic subunit 1 [0.004] | Terpenoid synthase 20 [0.004] | Terpenoid synthase 30 [0.004] | Terpenoid synthase 19 [0.004] | Terpenoid synthase 29 [0.004],Terpenoid cyclases/Protein prenyltransferases superfamily protein | ATP-dependent caseinolytic (Clp) protease/crotonase family protein | terpene synthase 21,Terpene_synth_C (PF03936) [0.888] | Terpene_synth (PF01397) [0.838] | CLP_protease (PF00574) [0.116] | gag_pre-integrs (PF13976) [0.004] | UBN2 (PF14223) [0.004] | peroxidase (PF00141) [0.004],magnesium ion binding (GO:0000287) [0.888] | lyase activity (GO:0016829) [0.888] | terpene synthase activity (GO:0010333) [0.888] | peroxidase activity (GO:0004601) [0.004] | heme binding (GO:0020037) [0.004],metabolic process (GO:0008152) [0.838] | oxidation-reduction process (GO:0055114) [0.004] | response to oxidative stress (GO:0006979) [0.004],185.178585835937,-6.40025759943401,0.618739343849986,184.88259755003,7.77987074241299E-40,1.83446742505849E-38
Pn10.270,6534,Glycogen debranching enzyme [1.000],isoamylase 1,CBM_48 (PF02922) [0.857] | Alpha-amylase (PF00128) [0.857],"hydrolase activity, hydrolyzing O-glycosyl compounds (GO:0004553) [0.857] | cation binding (GO:0043169) [0.857] | catalytic activity (GO:0003824) [0.857]",carbohydrate metabolic process (GO:0005975) [0.929],31.7446172704448,-5.92959689297091,0.890893756549988,178.281235140181,2.07314839796932E-38,4.56539140600293E-37
Pn31.329,155,"cytochrome P450, family 83, subfamily B, polypeptide 1 [0.326] | cytochrome P450, family 71, subfamily B, polypeptide 34 [0.138] | cytochrome P450, family 71, subfamily B, polypeptide 37 [0.094] | cytochrome P450, family 71, subfamily B, polypeptide 10 [0.083] | cytochrome P450, family 71, subfamily B, polypeptide 35 [0.077] | cytochrome P450, family 71, subfamily B, polypeptide 36 [0.061] | Cytochrome P450 superfamily protein [0.050] | cytochrome P450, family 71, subfamily A, polypeptide 25 [0.028] | cytochrome P450, family 71, subfamily B, polypeptide 2 [0.028] | cytochrome P450, family 71, subfamily B, polypeptide 23 [0.022] | cytochrome P450, family 703, subfamily A, polypeptide 2 [0.017] | cytochrome P450, family 71, subfamily A, polypeptide 21 [0.011] | cytochrome P450, family 71, subfamily B, polypeptide 9 [0.011] | cytochrome P450, family 71, subfamily A, polypeptide 26 [0.011] | cytochrome P450, family 71 subfamily B, polypeptide 7 [0.011] | cytochrome P450, family 71, subfamily B, polypeptide 26 [0.006] | cytochrome P450, family 71, subfamily B, polypeptide 29 [0.006] | cytochrome P450, family 71, subfamily B, polypeptide 14 [0.006] | cytochrome P450, family 71, subfamily B, polypeptide 13 [0.006] | cytochrome P450, family 71, subfamily A, polypeptide 22 [0.006] | cytochrome P450, family 71, subfamily B, polypeptide 20 [0.006]","cytochrome P450, family 71, subfamily B, polypeptide 10 | cytochrome P450, family 71, subfamily B, polypeptide 26 | cytochrome P450, family 83, subfamily B, polypeptide 1 | cytochrome P450, family 71, subfamily B, polypeptide 37 | cytochrome P450, family 71, subfamily B, polypeptide 35 | cytochrome P450, family 71, subfamily B, polypeptide 9 | cytochrome P450, family 71, subfamily B, polypeptide 23 | cytochrome P450, family 71, subfamily B, polypeptide 2 | cytochrome P450, family 71 subfamily B, polypeptide 7 | cytochrome P450, family 71, subfamily B, polypeptide 29 | cytochrome P450, family 71, subfamily B, polypeptide 36 | cytochrome P450, family 71, subfamily B, polypeptide 28 | cytochrome P450, family 71, subfamily B, polypeptide 34 | Cytochrome P450 superfamily protein",p450 (PF00067) [1.000] | UBN2 (PF14223) [0.006] | RVT_2 (PF07727) [0.006],"iron ion binding (GO:0005506) [1.000] | heme binding (GO:0020037) [1.000] | oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705) [1.000]",oxidation-reduction process (GO:0055114) [1.000],212.697876529568,-10.4524087361766,1.2982409992479,177.410094330897,3.19701242764908E-38,6.97544079146131E-37
Pn5.1584,155,"cytochrome P450, family 83, subfamily B, polypeptide 1 [0.326] | cytochrome P450, family 71, subfamily B, polypeptide 34 [0.138] | cytochrome P450, family 71, subfamily B, polypeptide 37 [0.094] | cytochrome P450, family 71, subfamily B, polypeptide 10 [0.083] | cytochrome P450, family 71, subfamily B, polypeptide 35 [0.077] | cytochrome P450, family 71, subfamily B, polypeptide 36 [0.061] | Cytochrome P450 superfamily protein [0.050] | cytochrome P450, family 71, subfamily A, polypeptide 25 [0.028] | cytochrome P450, family 71, subfamily B, polypeptide 2 [0.028] | cytochrome P450, family 71, subfamily B, polypeptide 23 [0.022] | cytochrome P450, family 703, subfamily A, polypeptide 2 [0.017] | cytochrome P450, family 71, subfamily A, polypeptide 21 [0.011] | cytochrome P450, family 71, subfamily B, polypeptide 9 [0.011] | cytochrome P450, family 71, subfamily A, polypeptide 26 [0.011] | cytochrome P450, family 71 subfamily B, polypeptide 7 [0.011] | cytochrome P450, family 71, subfamily B, polypeptide 26 [0.006] | cytochrome P450, family 71, subfamily B, polypeptide 29 [0.006] | cytochrome P450, family 71, subfamily B, polypeptide 14 [0.006] | cytochrome P450, family 71, subfamily B, polypeptide 13 [0.006] | cytochrome P450, family 71, subfamily A, polypeptide 22 [0.006] | cytochrome P450, family 71, subfamily B, polypeptide 20 [0.006]","cytochrome P450, family 71, subfamily B, polypeptide 10 | cytochrome P450, family 71, subfamily B, polypeptide 26 | cytochrome P450, family 83, subfamily B, polypeptide 1 | cytochrome P450, family 71, subfamily B, polypeptide 37 | cytochrome P450, family 71, subfamily B, polypeptide 35 | cytochrome P450, family 71, subfamily B, polypeptide 9 | cytochrome P450, family 71, subfamily B, polypeptide 23 | cytochrome P450, family 71, subfamily B, polypeptide 2 | cytochrome P450, family 71 subfamily B, polypeptide 7 | cytochrome P450, family 71, subfamily B, polypeptide 29 | cytochrome P450, family 71, subfamily B, polypeptide 36 | cytochrome P450, family 71, subfamily B, polypeptide 28 | cytochrome P450, family 71, subfamily B, polypeptide 34 | Cytochrome P450 superfamily protein",p450 (PF00067) [1.000] | UBN2 (PF14223) [0.006] | RVT_2 (PF07727) [0.006],"iron ion binding (GO:0005506) [1.000] | heme binding (GO:0020037) [1.000] | oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705) [1.000]",oxidation-reduction process (GO:0055114) [1.000],50.5637947305909,-6.71335278575573,0.941904641109496,175.577138929102,7.95308245350663E-38,1.69256943984514E-36
Pn5.1444,155,"cytochrome P450, family 83, subfamily B, polypeptide 1 [0.326] | cytochrome P450, family 71, subfamily B, polypeptide 34 [0.138] | cytochrome P450, family 71, subfamily B, polypeptide 37 [0.094] | cytochrome P450, family 71, subfamily B, polypeptide 10 [0.083] | cytochrome P450, family 71, subfamily B, polypeptide 35 [0.077] | cytochrome P450, family 71, subfamily B, polypeptide 36 [0.061] | Cytochrome P450 superfamily protein [0.050] | cytochrome P450, family 71, subfamily A, polypeptide 25 [0.028] | cytochrome P450, family 71, subfamily B, polypeptide 2 [0.028] | cytochrome P450, family 71, subfamily B, polypeptide 23 [0.022] | cytochrome P450, family 703, subfamily A, polypeptide 2 [0.017] | cytochrome P450, family 71, subfamily A, polypeptide 21 [0.011] | cytochrome P450, family 71, subfamily B, polypeptide 9 [0.011] | cytochrome P450, family 71, subfamily A, polypeptide 26 [0.011] | cytochrome P450, family 71 subfamily B, polypeptide 7 [0.011] | cytochrome P450, family 71, subfamily B, polypeptide 26 [0.006] | cytochrome P450, family 71, subfamily B, polypeptide 29 [0.006] | cytochrome P450, family 71, subfamily B, polypeptide 14 [0.006] | cytochrome P450, family 71, subfamily B, polypeptide 13 [0.006] | cytochrome P450, family 71, subfamily A, polypeptide 22 [0.006] | cytochrome P450, family 71, subfamily B, polypeptide 20 [0.006]","cytochrome P450, family 71, subfamily B, polypeptide 10 | cytochrome P450, family 71, subfamily B, polypeptide 26 | cytochrome P450, family 83, subfamily B, polypeptide 1 | cytochrome P450, family 71, subfamily B, polypeptide 37 | cytochrome P450, family 71, subfamily B, polypeptide 35 | cytochrome P450, family 71, subfamily B, polypeptide 9 | cytochrome P450, family 71, subfamily B, polypeptide 23 | cytochrome P450, family 71, subfamily B, polypeptide 2 | cytochrome P450, family 71 subfamily B, polypeptide 7 | cytochrome P450, family 71, subfamily B, polypeptide 29 | cytochrome P450, family 71, subfamily B, polypeptide 36 | cytochrome P450, family 71, subfamily B, polypeptide 28 | cytochrome P450, family 71, subfamily B, polypeptide 34 | Cytochrome P450 superfamily protein",p450 (PF00067) [1.000] | UBN2 (PF14223) [0.006] | RVT_2 (PF07727) [0.006],"iron ion binding (GO:0005506) [1.000] | heme binding (GO:0020037) [1.000] | oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705) [1.000]",oxidation-reduction process (GO:0055114) [1.000],34.3931962098168,-8.52546017763528,1.24757884225505,171.722108630645,5.40602927278167E-37,1.10003282217299E-35
Pn3.903,673,NAD(P)-binding Rossmann-fold superfamily protein [1.000],Unkown protein(s) / No TAIR description(s),adh_short (PF00106) [0.708] | adh_short_C2 (PF13561) [0.315] | DUF4371 (PF14291) [0.011],oxidoreductase activity (GO:0016491) [0.708],metabolic process (GO:0008152) [0.708],77.3217464435701,-7.18790046926212,0.901825232308463,170.532618135203,9.76519532582853E-37,1.95434224959531E-35
Pn6.2842,313,LAG1 longevity assurance homolog 3 [0.310] | F-box/RNI-like superfamily protein [0.254] | F-box/RNI-like/FBD-like domains-containing protein [0.238] | FBD-associated F-box protein [0.135] | F-box/FBD/LRR-repeat protein [0.048],F-box/RNI-like superfamily protein | LAG1 longevity assurance homolog 3,F-box (PF00646) [0.524] | TRAM_LAG1_CLN8 (PF03798) [0.310] | FBD (PF08387) [0.246] | LRR_2 (PF07723) [0.143] | F-box-like (PF12937) [0.008] | LIM (PF00412) [0.008],protein binding (GO:0005515) [0.524] | zinc ion binding (GO:0008270) [0.008],NULL / Representative annotation below 0.1%,56.9868768703658,-3.88697224604349,0.47018042741138,170.096086930692,1.21317188268734E-36,2.41828103686767E-35
Pn15.1114,11047,myb domain protein 26 [1.000],myb domain protein 26,Myb_DNA-binding (PF00249) [1.000],chromatin binding (GO:0003682) [1.000],NULL / Representative annotation below 0.1%,65.1696875819466,-4.58673000953181,0.553864856973432,169.898620864426,1.33829615293267E-36,2.65944981980745E-35
Pn23.267,95,Terpenoid cyclases/Protein prenyltransferases superfamily protein [0.797] | ATP-dependent Clp protease proteolytic subunit [0.091] | terpenoid synthase 13 [0.037] | ATP-dependent Clp protease proteolytic subunit 2 [0.017] | (E)-beta-farnesene synthase [0.008] | Terpenoid synthase 18 [0.008] | Terpenoid synthase 25 [0.008] | Terpenoid synthase 22 [0.004] | Terpenoid synthase 6 [0.004] | Terpenoid synthase 17 [0.004] | ATP-dependent Clp protease proteolytic subunit 1 [0.004] | Terpenoid synthase 20 [0.004] | Terpenoid synthase 30 [0.004] | Terpenoid synthase 19 [0.004] | Terpenoid synthase 29 [0.004],Terpenoid cyclases/Protein prenyltransferases superfamily protein | ATP-dependent caseinolytic (Clp) protease/crotonase family protein | terpene synthase 21,Terpene_synth_C (PF03936) [0.888] | Terpene_synth (PF01397) [0.838] | CLP_protease (PF00574) [0.116] | gag_pre-integrs (PF13976) [0.004] | UBN2 (PF14223) [0.004] | peroxidase (PF00141) [0.004],magnesium ion binding (GO:0000287) [0.888] | lyase activity (GO:0016829) [0.888] | terpene synthase activity (GO:0010333) [0.888] | peroxidase activity (GO:0004601) [0.004] | heme binding (GO:0020037) [0.004],metabolic process (GO:0008152) [0.838] | oxidation-reduction process (GO:0055114) [0.004] | response to oxidative stress (GO:0006979) [0.004],290.949328085917,-3.42447366141712,0.324861133204364,166.124784054184,8.73393240190172E-36,1.65100680151915E-34
Pn6.2477,1953,HXXXD-type acyl-transferase family protein [1.000],HXXXD-type acyl-transferase family protein | acetyl CoA:(Z)-3-hexen-1-ol acetyltransferase,Transferase (PF02458) [1.000],"transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747) [1.000]",NULL / Representative annotation below 0.1%,11043.6840280294,-5.44769687160976,0.488789467492285,165.84730186963,1.00254899166344E-35,1.89276874254882E-34
Pn1.363,1897,Ovarian cancer-associated gene 2 protein homolog [0.745] | INVOLVED IN: 10-formyltetrahydrofolate bi s in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [0.164] | UPF0483 protein [0.036] | calmodulin 5 [0.018] | alpha/beta-Hydrolases superfamily protein [0.018] | Family of serine hydrolases 2 [0.018],alpha/beta-Hydrolases superfamily protein,FSH1 (PF03959) [1.000] | EF-hand_7 (PF13499) [0.018],calcium ion binding (GO:0005509) [0.018],NULL / Representative annotation below 0.1%,306.303064050906,-5.3965200818344,0.564907603497526,164.92055812795,1.58907025589753E-35,2.96034247672173E-34
Pn44.68,12002,Plant invertase/pectin methylesterase inhibitor superfamily protein [1.000],Plant invertase/pectin methylesterase inhibitor superfamily protein,PMEI (PF04043) [1.000],enzyme inhibitor activity (GO:0004857) [1.000] | pectinesterase activity (GO:0030599) [1.000],NULL / Representative annotation below 0.1%,25.5390108977654,-4.71798783721748,0.669624582064169,164.443592158546,2.01415795022919E-35,3.72143598278486E-34
Pn9.1540,8807,Unkown protein / Representative AHRD below 0.1%,Unkown protein(s) / No TAIR description(s),NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,60.9536463727719,-4.49918162365393,0.482196551051907,161.353606756732,9.35418294225903E-35,1.66473374435219E-33
Pn11.349,777,adenine phosphoribosyltransferase 5 [1.000],adenine phosphoribosyl transferase 4 | adenine phosphoribosyl transferase 1 | adenine phosphoribosyl transferase 2 | adenine phosphoribosyltransferase 5 | adenine phosphoribosyl transferase 3,Pribosyltran (PF00156) [1.000],NULL / Representative annotation below 0.1%,nucleoside metabolic process (GO:0009116) [1.000],208.427106758205,-1.65687291699957,0.256496357253946,158.798900385007,3.32912587793573E-34,5.7540289376999E-33
Pn23.281,95,Terpenoid cyclases/Protein prenyltransferases superfamily protein [0.797] | ATP-dependent Clp protease proteolytic subunit [0.091] | terpenoid synthase 13 [0.037] | ATP-dependent Clp protease proteolytic subunit 2 [0.017] | (E)-beta-farnesene synthase [0.008] | Terpenoid synthase 18 [0.008] | Terpenoid synthase 25 [0.008] | Terpenoid synthase 22 [0.004] | Terpenoid synthase 6 [0.004] | Terpenoid synthase 17 [0.004] | ATP-dependent Clp protease proteolytic subunit 1 [0.004] | Terpenoid synthase 20 [0.004] | Terpenoid synthase 30 [0.004] | Terpenoid synthase 19 [0.004] | Terpenoid synthase 29 [0.004],Terpenoid cyclases/Protein prenyltransferases superfamily protein | ATP-dependent caseinolytic (Clp) protease/crotonase family protein | terpene synthase 21,Terpene_synth_C (PF03936) [0.888] | Terpene_synth (PF01397) [0.838] | CLP_protease (PF00574) [0.116] | gag_pre-integrs (PF13976) [0.004] | UBN2 (PF14223) [0.004] | peroxidase (PF00141) [0.004],magnesium ion binding (GO:0000287) [0.888] | lyase activity (GO:0016829) [0.888] | terpene synthase activity (GO:0010333) [0.888] | peroxidase activity (GO:0004601) [0.004] | heme binding (GO:0020037) [0.004],metabolic process (GO:0008152) [0.838] | oxidation-reduction process (GO:0055114) [0.004] | response to oxidative stress (GO:0006979) [0.004],342.125430894931,-5.00546895243038,0.444751822908113,156.073406972915,1.28958856664117E-33,2.14645170600024E-32
Pn18.1179,2557,BEST Arabidopsis thaliana protein match is: transcription regulators . [0.681] | transcription regulators [0.213] | basic helix-loop-helix (bHLH) DNA-binding superfamily protein [0.106],Unkown protein(s) / No TAIR description(s),ACT (PF01842) [0.106],amino acid binding (GO:0016597) [0.106],metabolic process (GO:0008152) [0.106],313.810655329181,-4.62465741503992,0.415198307423919,155.324471613769,1.87089353189884E-33,3.08546554252672E-32
Pn1.2045,1802,response regulator 24 [0.321] | histidine kinase 2 [0.143] | Response regulator MprA [0.089] | histidine kinase 3 [0.089] | response regulator 22 [0.071] | histidine kinase 5 [0.071] | histidine kinase 1 [0.054] | Hybrid signal transduction histidine kinase I [0.054] | Two-component system protein B [0.018] | Signal transduction histidine kinase [0.018] | Hybrid signal transduction histidine kinase A [0.018] | Autoinducer 2 sensor kinase/phosphatase LuxQ [0.018] | Hybrid signal transduction histidine kinase B [0.018] | Response regulator ArlR [0.018],response regulator 22 | response regulator 24,Response_reg (PF00072) [1.000] | HATPase_c (PF02518) [0.071] | HisKA (PF00512) [0.018],phosphorelay response regulator activity (GO:0000156) [1.000] | ATP binding (GO:0005524) [0.071] | phosphorelay sensor kinase activity (GO:0000155) [0.018],phosphorelay signal transduction system (GO:0000160) [1.000] | signal transduction (GO:0007165) [0.018],54.8537472057946,-5.75038220649106,0.707247427505154,152.656803354576,7.04063693992397E-33,1.12285805007862E-31
Pn26.121,1924,basic helix-loop-helix (bHLH) DNA-binding superfamily protein [1.000],basic helix-loop-helix (bHLH) DNA-binding superfamily protein,HLH (PF00010) [0.963] | RVT_1 (PF00078) [0.019],protein dimerization activity (GO:0046983) [0.963] | RNA binding (GO:0003723) [0.019] | RNA-directed DNA polymerase activity (GO:0003964) [0.019],RNA-dependent DNA replication (GO:0006278) [0.019],239.834631506172,-4.06738860366557,0.331215758310668,152.422992747698,7.90778255693589E-33,1.25714182769097E-31
Pn14.976,895,3-hydroxy-3-methylglutaryl-coenzyme A reductase 1 [0.551] | 3-hydroxy-3-methylglutaryl-coenzyme A reductase 3 [0.244] | 3-hydroxy-3-methylglutaryl-coenzyme A reductase 2 [0.141] | 3-hydroxy-3-methylglutaryl-coenzyme A reductase [0.064],3-hydroxy-3-methylglutaryl-CoA reductase 2 | hydroxy methylglutaryl CoA reductase 1,HMG-CoA_red (PF00368) [1.000],hydroxymethylglutaryl-CoA reductase (NADPH) activity (GO:0004420) [1.000] | coenzyme binding (GO:0050662) [1.000],oxidation-reduction process (GO:0055114) [1.000] | coenzyme A metabolic process (GO:0015936) [1.000],211.464944761464,-5.80857510540361,0.526170884345719,150.837412098792,1.73827246558553E-32,2.70417974504471E-31
Pn12.1520,405,Wound-responsive family protein [1.000],Wound-responsive family protein,DUF3774 (PF12609) [1.000],NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,87.3737777703196,-3.4042705138534,0.460678595375111,150.049042927513,2.57150251969956E-32,3.95392680660571E-31
Pn16.1351,253,"Disease resistance protein (CC-NBS-LRR class) family [0.790] | NB-ARC domain-containing disease resistance protein [0.043] | Disease resistance protein [0.029] | protein kinase 1B [0.022] | disease resistance protein (TIR-NBS-LRR class) [0.022] | Leucine-rich repeat (LRR) family protein [0.014] | plant intracellular ras group-related LRR 9 [0.007] | Leucine-rich repeat-containing protein 40 [0.007] | LRR and NB-ARC domains-containing disease resistance protein [0.007] | Leucine-rich repeat protein soc-2 homolog [0.007] | Disease resistance protein RGA2 [0.007] | Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 1 [0.007] | plant intracellular ras group-related LRR 2 [0.007] | receptor like protein 34 [0.007] | HOPM interactor 7 [0.007] | Leucine-rich repeat protein SHOC-2 [0.007]",Unkown protein(s) / No TAIR description(s),NB-ARC (PF00931) [0.812] | LRR_1 (PF00560) [0.377] | LRR_8 (PF13855) [0.167] | LRR_4 (PF12799) [0.130] | LRR_7 (PF13504) [0.130] | Pkinase_Tyr (PF07714) [0.014] | Pkinase (PF00069) [0.014] | Trehalose_PPase (PF02358) [0.007] | Glyco_transf_20 (PF00982) [0.007],ADP binding (GO:0043531) [0.812] | protein binding (GO:0005515) [0.377] | protein kinase activity (GO:0004672) [0.022] | ATP binding (GO:0005524) [0.014] | catalytic activity (GO:0003824) [0.007],protein phosphorylation (GO:0006468) [0.022] | trehalose biosynthetic process (GO:0005992) [0.007],17.3573809676849,-7.60410728056533,1.22686881712054,147.530256806584,8.98476643952023E-32,1.33982314257214E-30
Pn1.365,1115,Importin subunit beta-1 [1.000],ARM repeat superfamily protein,IBN_N (PF03810) [0.971] | HEAT_EZ (PF13513) [0.971] | MMS19_N (PF14500) [0.014],Ran GTPase binding (GO:0008536) [0.971],intracellular protein transport (GO:0006886) [0.971],141.10748215407,-2.88970977952028,0.358903472254999,147.049866633012,1.14057379045829E-31,1.692427929839E-30
Pn3.2202,6909,sequence-specific DNA binding transcription factors [1.000],sequence-specific DNA binding transcription factors,Myb_DNA-bind_4 (PF13837) [0.963],NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,58.9317054167573,-5.82023080442186,0.716868960318318,146.672987871968,1.37534534202218E-31,2.03676059702364E-30
